Numero de participantes:  372
Dimas_Fabiano 56
Pastor_Sargento_Isidório 64
Guilherme_Boulos 63
Jilmar_Tatto 55
Thiago_de_Joaldo 63
Max_Lemos 55
Luiz_Gastão 47
Welter 55
Arlindo_Chinaglia 62
Afonso_Motta 69
Talíria_Petrone 38
Dilvanda_Faro 60
Tiririca 42
André_Ferreira 38
Celso_Sabino 32
Jonas_Donizette 58
Luisa_Canziani 30
Zé_Trovão 61
Delegada_Adriana_Accorsi 59
Glauber_Braga 58
André_Fufuca 30
Erika_Kokay 63
Pr._Marco_Feliciano 82
Bibo_Nunes 62
Antonio_Carlos_Rodrigues 59
Tadeu_Veneri 56
Vander_Loubet 57
José_Guimarães 66
Rubens_Pereira_Júnior 76
Dandara 48
Florentino_Neto 59
Alfredinho 57
Pastor_Eurico 59
Tarcísio_Motta 88
Samuel_Viana 54
Chico_Alencar 63
Zé_Haroldo_Cathedral 82
Giovani_Cherini 54
Ana_Pimentel 57
Jorge_Solla 56
Odair_Cunha 56
Fernando_Monteiro 52
Delegado_Éder_Mauro 69
Eduardo_Bolsonaro 58
Coronel_Chrisóstomo 62
Gabriel_Nunes 54
André_Figueiredo 62
Miguel_Lombardi 53
Lucas_Ramos 58
Luciano_Azevedo 54
Capitão_Alberto_Neto 72
Rodolfo_Nogueira 56
Carol_Dartora 55
Mauricio_do_Vôlei 50
Vermelho 44
General_Girão 60
Any_Ortiz 40
Dilceu_Sperafico 52
Dr._Victor_Linhalis 65
Fabio_Schiochet 49
Mauricio_Marcon 63
David_Soares 39
Fabio_Garcia 60
Amom_Mandel 50
Alberto_Mourão 49
Flavinha 19
Albuquerque 54
Lucas_Redecker 82
Duda_Salabert 55
Daniel_Trzeciak 58
Gilberto_Abramo 61
Geovania_de_Sá 59
Dr._Luiz_Ovando 63
Zezinho_Barbary 49
Gilvan_Maximo 56
Duarte_Jr. 0
Messias_Donato 64
Julio_Lopes 48
Maurício_Carvalho 49
Eduardo_Velloso 51
Juninho_do_Pneu 50
Luiz_Philippe_de_Orleans_e_Bragança 54
Diego_Garcia 70
Ricardo_Salles 50
Marcel_van_Hattem 64
Jorge_Braz 56
Kim_Kataguiri 59
Dagoberto_Nogueira 58
Márcio_Biolchi 50
Franciane_Bayer 63
Rosângela_Moro 84
Junio_Amaral 47
Murillo_Gouvea 45
Rafael_Brito 54
Gabriel_Mota 51
Dr._Fernando_Máximo 59
Augusto_Coutinho 63
Helio_Lopes 49
Gustavo_Gayer 45
Vinicius_Carvalho 48
Zucco 0
Jefferson_Campos 51
Paulo_Alexandre_Barbosa 42
Gilson_Marques 89
Marangoni 60
Pedro_Lupion 63
Gerlen_Diniz 89
General_Pazuello 58
Rogéria_Santos 56
Julia_Zanatta 85
Ricardo_Ayres 61
Antonio_Andrade 46
Lafayette_de_Andrada 59
Dr._Jaziel 40
Geraldo_Mendes 52
Carlos_Sampaio 62
Aluisio_Mendes 60
Milton_Vieira 40
Rafael_Simoes 62
Sargento_Fahur 64
Carlos_Gomes 52
Marcio_Alvino 63
Dr._Zacharias_Calil 54
Geraldo_Resende 50
André_Fernandes 52
Covatti_Filho 67
Beto_Pereira 47
Maria_Rosas 64
Silvye_Alves 62
Vitor_Lippi 58
Caroline_de_Toni 82
Luis_Carlos_Gomes 59
Filipe_Barros 48
Fred_Linhares 60
Amaro_Neto 62
Adail_Filho 58
Adriana_Ventura 63
Saullo_Vianna 49
Daniel_Freitas 58
Tabata_Amaral 58
Roberto_Duarte 83
Prof._Paulo_Fernando 51
Jeferson_Rodrigues 50
Beto_Richa 63
Lincoln_Portela 57
Domingos_Sávio 54
Fausto_Pinato 55
Ismael 58
Arthur_Lira 37
Paulão 57
