idVotacao,voto,deputado_id,deputado_nome
2345493-31,Sim,220593,Abilio Brunini
2345493-31,Não,204379,Acácio Favacho
2345493-31,Não,220714,Adail Filho
2345493-31,Sim,221328,Adilson Barroso
2345493-31,Não,204560,Adolfo Viana
2345493-31,Sim,204528,Adriana Ventura
2345493-31,Não,121948,Adriano do Baldy
2345493-31,Não,74646,Aécio Neves
2345493-31,Sim,136811,Afonso Hamm
2345493-31,Não,178835,Afonso Motta
2345493-31,Não,160527,Aguinaldo Ribeiro
2345493-31,Não,204495,Airton Faleiro
2345493-31,Sim,73579,Alberto Fraga
2345493-31,Não,220538,Albuquerque
2345493-31,Não,160559,Alceu Moreira
2345493-31,Não,204501,Alencar Santana
2345493-31,Não,178972,Alex Manente
2345493-31,Não,204571,Alex Santana
2345493-31,Não,220542,Alexandre Guimarães
2345493-31,Sim,160545,Alexandre Leite
2345493-31,Não,220554,Alexandre Lindenmeyer
2345493-31,Não,221148,Alfredinho
2345493-31,Sim,220576,Alfredo Gaspar
2345493-31,Não,74057,Alice Portugal
2345493-31,Não,178927,Aliel Machado
2345493-31,Não,178881,Aluisio Mendes
2345493-31,Sim,220596,Amália Barros
2345493-31,Não,204356,Amaro Neto
2345493-31,Não,220715,Amom Mandel
2345493-31,Não,107970,Ana Paula Leão
2345493-31,Não,220556,Ana Paula Lima
2345493-31,Não,220632,Ana Pimentel
2345493-31,Sim,220657,André Fernandes
2345493-31,Sim,204423,André Ferreira
2345493-31,Não,133439,André Figueiredo
2345493-31,Não,178882,André Fufuca
2345493-31,Não,204515,André Janones
2345493-31,Não,220676,Andreia Siqueira
2345493-31,Não,123756,Antônia Lúcia
2345493-31,Não,220544,Antonio Andrade
2345493-31,Não,160553,Antonio Brito
2345493-31,Sim,220638,Antonio Carlos Rodrigues
2345493-31,Não,220675,Antônio Doido
2345493-31,Sim,220549,Any Ortiz
2345493-31,Não,73433,Arlindo Chinaglia
2345493-31,Não,141391,Arnaldo Jardim
2345493-31,Artigo 17,160541,Arthur Lira
2345493-31,Não,160600,Arthur Oliveira Maia
2345493-31,Não,123086,Átila Lira
2345493-31,Não,160665,Augusto Coutinho
2345493-31,Não,220577,Augusto Puppio
2345493-31,Não,160512,Aureo Ribeiro
2345493-31,Não,69871,Bacelar
2345493-31,Não,178975,Baleia Rossi
2345493-31,Não,220605,Bandeira de Mello
2345493-31,Não,220612,Bebeto
2345493-31,Não,73701,Benedita da Silva
2345493-31,Não,109429,Benes Leocádio
2345493-31,Não,204358,Beto Pereira
2345493-31,Não,220683,Beto Richa
2345493-31,Sim,204374,Bia Kicis
2345493-31,Sim,204388,Bibo Nunes
2345493-31,Não,160538,Bohn Gass
2345493-31,Não,220635,Bruno Ganem
2345493-31,Sim,220574,Cabo Gilberto Silva
2345493-31,Não,143942,Caio Vianna
2345493-31,Não,220548,Camila Jara
2345493-31,Sim,204572,Capitão Alberto Neto
