idVotacao,voto,deputado_id,deputado_nome
2349947-42,Sim,220593,Abilio Brunini
2349947-42,Não,204379,Acácio Favacho
2349947-42,Não,220714,Adail Filho
2349947-42,Sim,221328,Adilson Barroso
2349947-42,Sim,204528,Adriana Ventura
2349947-42,Não,121948,Adriano do Baldy
2349947-42,Não,74646,Aécio Neves
2349947-42,Sim,136811,Afonso Hamm
2349947-42,Não,160527,Aguinaldo Ribeiro
2349947-42,Não,204495,Airton Faleiro
2349947-42,Sim,73579,Alberto Fraga
2349947-42,Não,74696,Alberto Mourão
2349947-42,Não,220538,Albuquerque
2349947-42,Não,160559,Alceu Moreira
2349947-42,Sim,178972,Alex Manente
2349947-42,Não,204571,Alex Santana
2349947-42,Não,220542,Alexandre Guimarães
2349947-42,Não,220554,Alexandre Lindenmeyer
2349947-42,Não,221148,Alfredinho
2349947-42,Sim,220576,Alfredo Gaspar
2349947-42,Não,74057,Alice Portugal
2349947-42,Não,178927,Aliel Machado
2349947-42,Não,178881,Aluisio Mendes
2349947-42,Sim,220596,Amália Barros
2349947-42,Não,204356,Amaro Neto
2349947-42,Não,220715,Amom Mandel
2349947-42,Não,107970,Ana Paula Leão
2349947-42,Não,220556,Ana Paula Lima
2349947-42,Não,220632,Ana Pimentel
2349947-42,Sim,220657,André Fernandes
2349947-42,Sim,204423,André Ferreira
2349947-42,Não,133439,André Figueiredo
2349947-42,Não,204515,André Janones
2349947-42,Não,220676,Andreia Siqueira
2349947-42,Não,123756,Antônia Lúcia
2349947-42,Não,220544,Antonio Andrade
2349947-42,Sim,220638,Antonio Carlos Rodrigues
2349947-42,Não,220675,Antônio Doido
2349947-42,Não,73433,Arlindo Chinaglia
2349947-42,Não,141391,Arnaldo Jardim
2349947-42,Artigo 17,160541,Arthur Lira
2349947-42,Não,160600,Arthur Oliveira Maia
2349947-42,Não,74090,Átila Lins
2349947-42,Não,123086,Átila Lira
2349947-42,Não,160665,Augusto Coutinho
2349947-42,Não,220577,Augusto Puppio
2349947-42,Não,160512,Aureo Ribeiro
2349947-42,Não,69871,Bacelar
2349947-42,Não,178975,Baleia Rossi
2349947-42,Não,220605,Bandeira de Mello
2349947-42,Não,220612,Bebeto
2349947-42,Não,73701,Benedita da Silva
2349947-42,Sim,109429,Benes Leocádio
2349947-42,Sim,220683,Beto Richa
2349947-42,Sim,204374,Bia Kicis
2349947-42,Sim,204388,Bibo Nunes
2349947-42,Não,160538,Bohn Gass
2349947-42,Sim,210989,Bruno Farias
2349947-42,Não,220635,Bruno Ganem
2349947-42,Sim,220574,Cabo Gilberto Silva
2349947-42,Não,143942,Caio Vianna
2349947-42,Não,220548,Camila Jara
2349947-42,Sim,204572,Capitão Alberto Neto
2349947-42,Sim,220690,Capitão Alden
2349947-42,Sim,178829,Capitão Augusto
2349947-42,Não,204361,Carlos Chiodini
2349947-42,Não,178993,Carlos Henrique Gaguim
2349947-42,Sim,204460,Carlos Jordy
2349947-42,Sim,74262,Carlos Sampaio
2349947-42,Não,204426,Carlos Veras
2349947-42,Não,141398,Carlos Zarattini
2349947-42,Não,220704,Carol Dartora
2349947-42,Sim,204369,Caroline de Toni
2349947-42,Não,220699,Castro Neto
2349947-42,Não,206018,Célia Xakriabá
2349947-42,Não,178876,Célio Silveira
2349947-42,Não,204488,Célio Studart
2349947-42,Não,73441,Celso Russomanno
2349947-42,Sim,204496,Celso Sabino
2349947-42,Não,204504,Cezinha de Madureira
2349947-42,Não,205476,Charles Fernandes
2349947-42,Não,74171,Chico Alencar
2349947-42,Sim,204476,Chiquinho Brazão
2349947-42,Sim,220665,Clarissa Tércio
2349947-42,Não,74537,Claudio Cajado
2349947-42,Não,141408,Cleber Verde
2349947-42,Não,88256,Clodoaldo Magalhães
2349947-42,Não,98148,Cobalchini
2349947-42,Sim,220594,Coronel Assis
2349947-42,Sim,204378,Coronel Chrisóstomo
2349947-42,Sim,220595,Coronel Fernanda
2349947-42,Sim,220666,Coronel Meira
2349947-42,Sim,220590,Coronel Ulysses
2349947-42,Sim,178963,Covatti Filho
2349947-42,Sim,220608,Cristiane Lopes
2349947-42,Não,204355,Da Vitoria
2349947-42,Não,141411,Dagoberto Nogueira
2349947-42,Não,220555,Daiana Santos
2349947-42,Não,220629,Dandara
2349947-42,Sim,220603,Dani Cunha
2349947-42,Não,220571,Daniel Agrobom
2349947-42,Não,220582,Daniel Barbosa
2349947-42,Sim,204367,Daniel Freitas
2349947-42,Sim,204409,Daniel Trzeciak
2349947-42,Sim,220557,Daniela Reinehr
2349947-42,Sim,62881,Danilo Forte
2349947-42,Sim,204511,David Soares
2349947-42,Sim,220659,Dayany Bittencourt
2349947-42,Não,220539,Defensor Stélio Dener
2349947-42,Não,220625,Delegada Ione
2349947-42,Não,220561,Delegada Katarina
2349947-42,Sim,220673,Delegado Caveira
2349947-42,Não,220649,Delegado da Cunha
2349947-42,Sim,178908,Delegado Éder Mauro
2349947-42,Sim,220583,Delegado Fabio Costa
2349947-42,Não,204512,Delegado Marcelo Freitas
2349947-42,Não,220701,Delegado Matheus Laiola
2349947-42,Sim,220652,Delegado Palumbo
2349947-42,Sim,220654,Delegado Paulo Bilynskyj
2349947-42,Sim,220619,Delegado Ramagem
2349947-42,Não,220705,Deltan Dallagnol
2349947-42,Não,220553,Denise Pessôa
2349947-42,Sim,220689,Detinha
2349947-42,Não,220691,Diego Coronel
2349947-42,Não,178929,Diego Garcia
2349947-42,Sim,73768,Dilceu Sperafico
2349947-42,Não,220671,Dilvanda Faro
2349947-42,Não,160599,Dimas Fabiano
