idVotacao,voto,deputado_id,deputado_nome
2359287-7,Não,220593,Abilio Brunini
2359287-7,Sim,204379,Acácio Favacho
2359287-7,Não,220714,Adail Filho
2359287-7,Não,221328,Adilson Barroso
2359287-7,Não,204528,Adriana Ventura
2359287-7,Sim,178835,Afonso Motta
2359287-7,Sim,204495,Airton Faleiro
2359287-7,Não,73579,Alberto Fraga
2359287-7,Sim,74696,Alberto Mourão
2359287-7,Não,220538,Albuquerque
2359287-7,Sim,204501,Alencar Santana
2359287-7,Não,220542,Alexandre Guimarães
2359287-7,Sim,160545,Alexandre Leite
2359287-7,Sim,220554,Alexandre Lindenmeyer
2359287-7,Sim,221148,Alfredinho
2359287-7,Não,220576,Alfredo Gaspar
2359287-7,Sim,74057,Alice Portugal
2359287-7,Sim,178927,Aliel Machado
2359287-7,Não,178881,Aluisio Mendes
2359287-7,Não,220596,Amália Barros
2359287-7,Não,204356,Amaro Neto
2359287-7,Não,220715,Amom Mandel
2359287-7,Sim,107970,Ana Paula Leão
2359287-7,Sim,220632,Ana Pimentel
2359287-7,Sim,133439,André Figueiredo
2359287-7,Sim,204515,André Janones
2359287-7,Sim,220676,Andreia Siqueira
2359287-7,Sim,123756,Antônia Lúcia
2359287-7,Não,220544,Antonio Andrade
2359287-7,Não,220638,Antonio Carlos Rodrigues
2359287-7,Sim,220675,Antônio Doido
2359287-7,Não,220549,Any Ortiz
2359287-7,Sim,73433,Arlindo Chinaglia
2359287-7,Não,141391,Arnaldo Jardim
2359287-7,Sim,160600,Arthur Oliveira Maia
2359287-7,Sim,74090,Átila Lins
2359287-7,Sim,123086,Átila Lira
2359287-7,Sim,160665,Augusto Coutinho
2359287-7,Sim,220577,Augusto Puppio
2359287-7,Sim,160512,Aureo Ribeiro
2359287-7,Sim,69871,Bacelar
2359287-7,Sim,178975,Baleia Rossi
2359287-7,Sim,220605,Bandeira de Mello
2359287-7,Sim,220612,Bebeto
2359287-7,Sim,73701,Benedita da Silva
2359287-7,Sim,109429,Benes Leocádio
2359287-7,Não,204358,Beto Pereira
2359287-7,Não,220683,Beto Richa
2359287-7,Não,204374,Bia Kicis
2359287-7,Não,204388,Bibo Nunes
2359287-7,Sim,160538,Bohn Gass
2359287-7,Sim,210989,Bruno Farias
2359287-7,Sim,220635,Bruno Ganem
2359287-7,Não,220574,Cabo Gilberto Silva
2359287-7,Sim,220548,Camila Jara
2359287-7,Não,204572,Capitão Alberto Neto
2359287-7,Não,220690,Capitão Alden
2359287-7,Não,178829,Capitão Augusto
2359287-7,Sim,204361,Carlos Chiodini
2359287-7,Não,178962,Carlos Gomes
2359287-7,Sim,178993,Carlos Henrique Gaguim
2359287-7,Não,204460,Carlos Jordy
2359287-7,Não,74262,Carlos Sampaio
2359287-7,Sim,204426,Carlos Veras
2359287-7,Sim,141398,Carlos Zarattini
2359287-7,Sim,220704,Carol Dartora
2359287-7,Não,204369,Caroline de Toni
2359287-7,Sim,220699,Castro Neto
2359287-7,Sim,206018,Célia Xakriabá
2359287-7,Sim,178876,Célio Silveira
2359287-7,Sim,204488,Célio Studart
2359287-7,Sim,204504,Cezinha de Madureira
2359287-7,Sim,205476,Charles Fernandes
2359287-7,Sim,74171,Chico Alencar
2359287-7,Sim,204476,Chiquinho Brazão
2359287-7,Não,204462,Chris Tonietto
2359287-7,Sim,74537,Claudio Cajado
2359287-7,Sim,141408,Cleber Verde
2359287-7,Sim,88256,Clodoaldo Magalhães
2359287-7,Sim,98148,Cobalchini
2359287-7,Não,220594,Coronel Assis
2359287-7,Não,204378,Coronel Chrisóstomo
2359287-7,Não,220595,Coronel Fernanda
2359287-7,Não,220666,Coronel Meira
2359287-7,Não,222142,Coronel Telhada
2359287-7,Sim,220590,Coronel Ulysses
2359287-7,Não,178963,Covatti Filho
2359287-7,Sim,220608,Cristiane Lopes
2359287-7,Sim,204355,Da Vitoria
2359287-7,Sim,220555,Daiana Santos
2359287-7,Sim,74467,Damião Feliciano
2359287-7,Sim,220603,Dani Cunha
2359287-7,Sim,220571,Daniel Agrobom
2359287-7,Sim,74060,Daniel Almeida
2359287-7,Não,204367,Daniel Freitas
2359287-7,Não,220614,Daniel Soranz
2359287-7,Não,220557,Daniela Reinehr
2359287-7,Sim,62881,Danilo Forte
2359287-7,Abstenção,204511,David Soares
2359287-7,Sim,220659,Dayany Bittencourt
2359287-7,Não,220539,Defensor Stélio Dener
2359287-7,Sim,220565,Delegada Adriana Accorsi
2359287-7,Sim,220561,Delegada Katarina
2359287-7,Não,220673,Delegado Caveira
2359287-7,Não,178908,Delegado Éder Mauro
2359287-7,Sim,220583,Delegado Fabio Costa
2359287-7,Sim,204512,Delegado Marcelo Freitas
2359287-7,Sim,220701,Delegado Matheus Laiola
2359287-7,Não,220652,Delegado Palumbo
2359287-7,Não,220654,Delegado Paulo Bilynskyj
2359287-7,Não,220619,Delegado Ramagem
2359287-7,Não,220705,Deltan Dallagnol
2359287-7,Sim,220553,Denise Pessôa
2359287-7,Não,220689,Detinha
2359287-7,Sim,220691,Diego Coronel
2359287-7,Não,178929,Diego Garcia
2359287-7,Sim,220671,Dilvanda Faro
2359287-7,Sim,160599,Dimas Fabiano
2359287-7,Sim,220602,Dimas Gadelha
2359287-7,Não,160758,Domingos Sávio
2359287-7,Sim,220573,Dorinaldo Malafaia
2359287-7,Sim,221339,Dr Benjamim
2359287-7,Sim,220610,Dr. Fernando Máximo
2359287-7,Sim,220688,Dr. Francisco
2359287-7,Não,204518,Dr. Frederico
2359287-7,Não,204481,Dr. Jaziel
2359287-7,Sim,204351,Dr. Luiz Ovando
2359287-7,Sim,220528,Dr. Victor Linhalis
2359287-7,Sim,204412,Dr. Zacharias Calil
2359287-7,Sim,220686,Duarte
2359287-7,Sim,220540,Duda Ramos
2359287-7,Sim,220623,Duda Salabert
2359287-7,Sim,204541,Eduardo Bismarck
2359287-7,Não,92346,Eduardo Bolsonaro
2359287-7,Não,204364,Eli Borges
2359287-7,Sim,198783,Emanuel Pinheiro Neto
2359287-7,Não,161550,Emidinho Madeira
2359287-7,Sim,220663,Eriberto Medeiros
2359287-7,Sim,220645,Erika Hilton
2359287-7,Sim,160575,Erika Kokay
2359287-7,Não,160640,Eros Biondini
2359287-7,Sim,204482,Euclydes Pettersen
2359287-7,Não,178871,Evair Vieira de Melo
2359287-7,Não,178905,Fabio Garcia
2359287-7,Sim,220681,Fábio Macedo
2359287-7,Não,204368,Fabio Schiochet
2359287-7,Sim,220653,Fábio Teruel
2359287-7,Sim,66828,Fausto Pinato
2359287-7,Sim,220712,Fausto Santos Jr.
2359287-7,Sim,220646,Felipe Becari
2359287-7,Não,204398,Felipe Francischini
2359287-7,Sim,160666,Félix Mendonça Júnior
2359287-7,Sim,204407,Fernanda Melchionna
2359287-7,Sim,220656,Fernanda Pessoa
