idVotacao,voto,deputado_id,deputado_nome
2353986-4,Não,220576,Alfredo Gaspar
2353986-4,Não,123086,Átila Lira
2353986-4,Sim,69871,Bacelar
2353986-4,Não,220574,Cabo Gilberto Silva
2353986-4,Não,178829,Capitão Augusto
2353986-4,Sim,204426,Carlos Veras
2353986-4,Não,204369,Caroline de Toni
2353986-4,Não,204462,Chris Tonietto
2353986-4,Sim,98148,Cobalchini
2353986-4,Não,220595,Coronel Fernanda
2353986-4,Não,62881,Danilo Forte
2353986-4,Sim,220561,Delegada Katarina
2353986-4,Não,204512,Delegado Marcelo Freitas
2353986-4,Não,220619,Delegado Ramagem
2353986-4,Não,220705,Deltan Dallagnol
2353986-4,Não,220528,Dr. Victor Linhalis
2353986-4,Não,204364,Eli Borges
2353986-4,Não,220656,Fernanda Pessoa
2353986-4,Não,220587,Gerlen Diniz
2353986-4,Sim,204394,Gervásio Maia
2353986-4,Não,204365,Gilson Marques
2353986-4,Não,74550,João Leão
2353986-4,Não,214694,Jorge Goetten
2353986-4,Não,220559,Julia Zanatta
2353986-4,Sim,74858,Lindbergh Farias
2353986-4,Não,204404,Lucas Redecker
2353986-4,Não,74041,Luiz Couto
2353986-4,Não,220547,Marcos Pollon
2353986-4,Sim,220668,Maria Arraes
2353986-4,Não,74428,Mendonça Filho
2353986-4,Não,220584,Murilo Galdino
2353986-4,Não,160601,Pr. Marco Feliciano
2353986-4,Não,220588,Roberto Duarte
2353986-4,Não,165470,Rodrigo Valadares
2353986-4,Não,220644,Rosângela Moro
2353986-4,Não,74371,Rubens Otoni
2353986-4,Não,204535,Sâmia Bomfim
2353986-4,Não,220598,Tarcísio Motta
2353986-4,Não,220564,Yandra Moura
2353986-4,Não,220660,Yury do Paredão
