idVotacao,voto,deputado_id,deputado_nome
2267419-90,Sim,220576,Alfredo Gaspar
2267419-90,Não,204515,André Janones
2267419-90,Não,123086,Átila Lira
2267419-90,Não,69871,Bacelar
2267419-90,Sim,204572,Capitão Alberto Neto
2267419-90,Sim,204369,Caroline de Toni
2267419-90,Não,98148,Cobalchini
2267419-90,Sim,220595,Coronel Fernanda
2267419-90,Não,220561,Delegada Katarina
2267419-90,Não,204512,Delegado Marcelo Freitas
2267419-90,Sim,220619,Delegado Ramagem
2267419-90,Não,220691,Diego Coronel
2267419-90,Não,220528,Dr. Victor Linhalis
2267419-90,Não,204541,Eduardo Bismarck
2267419-90,Não,204398,Felipe Francischini
2267419-90,Não,191923,Flávio Nogueira
2267419-90,Sim,220587,Gerlen Diniz
2267419-90,Não,204394,Gervásio Maia
2267419-90,Sim,204365,Gilson Marques
2267419-90,Não,178873,Helder Salomão
2267419-90,Não,204391,José Nelto
2267419-90,Não,204474,Juarez Costa
2267419-90,Sim,220559,Julia Zanatta
2267419-90,Sim,204404,Lucas Redecker
2267419-90,Não,74041,Luiz Couto
2267419-90,Não,171786,Miguel Ângelo
2267419-90,Não,220584,Murilo Galdino
2267419-90,Não,74160,Patrus Ananias
2267419-90,Sim,204395,Pedro Lupion
2267419-90,Sim,160601,Pr. Marco Feliciano
2267419-90,Não,73801,Renildo Calheiros
2267419-90,Sim,220624,Robinson Faria
2267419-90,Não,220644,Rosângela Moro
2267419-90,Não,74371,Rubens Otoni
2267419-90,Não,178887,Rubens Pereira Júnior
2267419-90,Não,73604,Rui Falcão
2267419-90,Não,204535,Sâmia Bomfim
2267419-90,Não,204534,Tabata Amaral
2267419-90,Não,220598,Tarcísio Motta
2267419-90,Não,220564,Yandra Moura
2267419-90,Não,220536,Zé Haroldo Cathedral
