idVotacao,voto,deputado_id,deputado_nome
2255003-39,Não,220665,Clarissa Tércio
2255003-39,Sim,220608,Cristiane Lopes
2255003-39,Sim,204351,Dr. Luiz Ovando
2255003-39,Não,204427,Fernando Rodolfo
2255003-39,Não,220545,Filipe Martins
2255003-39,Sim,74856,Laura Carneiro
2255003-39,Não,178985,Miguel Lombardi
2255003-39,Não,180214,Pastor Diniz
2255003-39,Não,160642,Pastor Eurico
2255003-39,Sim,220615,Pastor Henrique Vieira
2255003-39,Não,204553,Pastor Sargento Isidório
2255003-39,Não,220695,Rogéria Santos
2255003-39,Não,220569,Silvye Alves
