idVotacao,voto,deputado_id,deputado_nome
2309995-53,Sim,178835,Afonso Motta
2309995-53,Sim,204501,Alencar Santana
2309995-53,Não,220576,Alfredo Gaspar
2309995-53,Não,220707,Amanda Gentil
2309995-53,Sim,69871,Bacelar
2309995-53,Não,204572,Capitão Alberto Neto
2309995-53,Sim,178829,Capitão Augusto
2309995-53,Não,204460,Carlos Jordy
2309995-53,Não,204369,Caroline de Toni
2309995-53,Não,220595,Coronel Fernanda
2309995-53,Não,220561,Delegada Katarina
2309995-53,Não,220619,Delegado Ramagem
2309995-53,Não,178929,Diego Garcia
2309995-53,Não,204364,Eli Borges
2309995-53,Sim,225730,Enfermeira Ana Paula
2309995-53,Não,225727,Flavinha
2309995-53,Sim,191923,Flávio Nogueira
2309995-53,Não,220587,Gerlen Diniz
2309995-53,Não,204365,Gilson Marques
2309995-53,Sim,178873,Helder Salomão
2309995-53,Não,74550,João Leão
2309995-53,Sim,141470,José Guimarães
2309995-53,Não,204391,José Nelto
2309995-53,Não,220559,Julia Zanatta
2309995-53,Sim,74041,Luiz Couto
2309995-53,Sim,220668,Maria Arraes
2309995-53,Sim,171786,Miguel Ângelo
2309995-53,Não,204479,Nicoletti
2309995-53,Não,160601,Pr. Marco Feliciano
2309995-53,Sim,74161,Reginaldo Lopes
2309995-53,Não,220588,Roberto Duarte
2309995-53,Não,220624,Robinson Faria
2309995-53,Não,220644,Rosângela Moro
2309995-53,Não,220620,Rosângela Reis
2309995-53,Sim,204535,Sâmia Bomfim
2309995-53,Sim,220598,Tarcísio Motta
2309995-53,Sim,91228,Waldemar Oliveira
