idVotacao,voto,deputado_id,deputado_nome
344428-84,Não,123086,Átila Lira
344428-84,Não,69871,Bacelar
344428-84,Sim,204572,Capitão Alberto Neto
344428-84,Sim,204460,Carlos Jordy
344428-84,Não,204426,Carlos Veras
344428-84,Sim,204369,Caroline de Toni
344428-84,Não,98148,Cobalchini
344428-84,Sim,178963,Covatti Filho
344428-84,Não,220561,Delegada Katarina
344428-84,Sim,220619,Delegado Ramagem
344428-84,Não,220705,Deltan Dallagnol
344428-84,Não,220691,Diego Coronel
344428-84,Não,220528,Dr. Victor Linhalis
344428-84,Não,204541,Eduardo Bismarck
344428-84,Não,191923,Flávio Nogueira
344428-84,Não,220587,Gerlen Diniz
344428-84,Não,204394,Gervásio Maia
344428-84,Sim,204365,Gilson Marques
344428-84,Não,178873,Helder Salomão
344428-84,Não,74550,João Leão
344428-84,Não,204474,Juarez Costa
344428-84,Não,204536,Kim Kataguiri
344428-84,Sim,98057,Lafayette de Andrada
344428-84,Não,74856,Laura Carneiro
344428-84,Não,204404,Lucas Redecker
344428-84,Não,74041,Luiz Couto
344428-84,Não,220604,Marcos Tavares
344428-84,Não,220668,Maria Arraes
344428-84,Não,171786,Miguel Ângelo
344428-84,Sim,220584,Murilo Galdino
344428-84,Não,74160,Patrus Ananias
344428-84,Sim,141516,Paulo Abi-Ackel
344428-84,Sim,160601,Pr. Marco Feliciano
344428-84,Não,153423,Renilce Nicodemos
344428-84,Não,220588,Roberto Duarte
344428-84,Não,178887,Rubens Pereira Júnior
344428-84,Não,73604,Rui Falcão
344428-84,Não,204535,Sâmia Bomfim
344428-84,Sim,204425,Silvio Costa Filho
344428-84,Sim,178946,Soraya Santos
344428-84,Não,204534,Tabata Amaral
344428-84,Não,220598,Tarcísio Motta
344428-84,Sim,220564,Yandra Moura
