idVotacao,voto,deputado_id,deputado_nome
2357053-53,Não,220593,Abilio Brunini
2357053-53,Sim,204379,Acácio Favacho
2357053-53,Sim,220714,Adail Filho
2357053-53,Sim,221328,Adilson Barroso
2357053-53,Sim,204560,Adolfo Viana
2357053-53,Sim,204528,Adriana Ventura
2357053-53,Sim,121948,Adriano do Baldy
2357053-53,Sim,74646,Aécio Neves
2357053-53,Sim,136811,Afonso Hamm
2357053-53,Sim,178835,Afonso Motta
2357053-53,Sim,160527,Aguinaldo Ribeiro
2357053-53,Sim,204495,Airton Faleiro
2357053-53,Sim,73579,Alberto Fraga
2357053-53,Sim,74696,Alberto Mourão
2357053-53,Sim,220538,Albuquerque
2357053-53,Sim,160559,Alceu Moreira
2357053-53,Sim,204501,Alencar Santana
2357053-53,Sim,178972,Alex Manente
2357053-53,Sim,204571,Alex Santana
2357053-53,Sim,220542,Alexandre Guimarães
2357053-53,Sim,220554,Alexandre Lindenmeyer
2357053-53,Sim,221148,Alfredinho
2357053-53,Sim,220576,Alfredo Gaspar
2357053-53,Sim,74057,Alice Portugal
2357053-53,Sim,178927,Aliel Machado
2357053-53,Sim,178881,Aluisio Mendes
2357053-53,Sim,220596,Amália Barros
2357053-53,Sim,220707,Amanda Gentil
2357053-53,Sim,204356,Amaro Neto
2357053-53,Sim,107970,Ana Paula Leão
2357053-53,Sim,220556,Ana Paula Lima
2357053-53,Sim,220632,Ana Pimentel
2357053-53,Sim,220657,André Fernandes
2357053-53,Sim,204423,André Ferreira
2357053-53,Sim,133439,André Figueiredo
2357053-53,Sim,178882,André Fufuca
2357053-53,Sim,220676,Andreia Siqueira
2357053-53,Sim,220544,Antonio Andrade
2357053-53,Sim,160553,Antonio Brito
2357053-53,Sim,220638,Antonio Carlos Rodrigues
2357053-53,Sim,73433,Arlindo Chinaglia
2357053-53,Sim,141391,Arnaldo Jardim
2357053-53,Artigo 17,160541,Arthur Lira
2357053-53,Sim,160600,Arthur Oliveira Maia
2357053-53,Sim,74090,Átila Lins
2357053-53,Sim,123086,Átila Lira
2357053-53,Sim,160665,Augusto Coutinho
2357053-53,Sim,160512,Aureo Ribeiro
2357053-53,Sim,69871,Bacelar
2357053-53,Sim,178975,Baleia Rossi
2357053-53,Sim,220605,Bandeira de Mello
2357053-53,Sim,220612,Bebeto
2357053-53,Sim,73701,Benedita da Silva
2357053-53,Sim,109429,Benes Leocádio
2357053-53,Sim,220683,Beto Richa
2357053-53,Sim,204374,Bia Kicis
2357053-53,Sim,204388,Bibo Nunes
2357053-53,Sim,160538,Bohn Gass
2357053-53,Sim,210989,Bruno Farias
2357053-53,Sim,220635,Bruno Ganem
2357053-53,Sim,220574,Cabo Gilberto Silva
2357053-53,Sim,143942,Caio Vianna
2357053-53,Sim,220548,Camila Jara
2357053-53,Sim,204572,Capitão Alberto Neto
2357053-53,Sim,220690,Capitão Alden
2357053-53,Sim,178829,Capitão Augusto
2357053-53,Sim,204361,Carlos Chiodini
2357053-53,Sim,178962,Carlos Gomes
2357053-53,Sim,178993,Carlos Henrique Gaguim
2357053-53,Sim,204460,Carlos Jordy
2357053-53,Sim,74262,Carlos Sampaio
2357053-53,Sim,204426,Carlos Veras
2357053-53,Sim,141398,Carlos Zarattini
2357053-53,Sim,220704,Carol Dartora
2357053-53,Sim,204369,Caroline de Toni
2357053-53,Sim,220699,Castro Neto
2357053-53,Não,206018,Célia Xakriabá
2357053-53,Sim,178876,Célio Silveira
2357053-53,Não,204488,Célio Studart
2357053-53,Sim,73441,Celso Russomanno
2357053-53,Sim,204496,Celso Sabino
2357053-53,Sim,204504,Cezinha de Madureira
2357053-53,Sim,205476,Charles Fernandes
2357053-53,Não,74171,Chico Alencar
2357053-53,Sim,204476,Chiquinho Brazão
2357053-53,Sim,220665,Clarissa Tércio
2357053-53,Sim,74537,Claudio Cajado
2357053-53,Sim,141408,Cleber Verde
2357053-53,Sim,98148,Cobalchini
2357053-53,Sim,220594,Coronel Assis
2357053-53,Sim,204378,Coronel Chrisóstomo
2357053-53,Sim,220666,Coronel Meira
2357053-53,Sim,220590,Coronel Ulysses
2357053-53,Sim,178963,Covatti Filho
2357053-53,Sim,220608,Cristiane Lopes
2357053-53,Sim,204355,Da Vitoria
2357053-53,Sim,141411,Dagoberto Nogueira
2357053-53,Sim,220555,Daiana Santos
2357053-53,Sim,220692,Dal Barreto
2357053-53,Sim,74467,Damião Feliciano
2357053-53,Sim,220629,Dandara
2357053-53,Sim,220603,Dani Cunha
2357053-53,Sim,220571,Daniel Agrobom
2357053-53,Sim,74060,Daniel Almeida
2357053-53,Sim,220582,Daniel Barbosa
2357053-53,Sim,204367,Daniel Freitas
2357053-53,Sim,204409,Daniel Trzeciak
2357053-53,Sim,220557,Daniela Reinehr
2357053-53,Sim,62881,Danilo Forte
2357053-53,Sim,204511,David Soares
2357053-53,Não,220659,Dayany Bittencourt
2357053-53,Sim,220565,Delegada Adriana Accorsi
2357053-53,Sim,220625,Delegada Ione
2357053-53,Sim,220561,Delegada Katarina
2357053-53,Sim,220673,Delegado Caveira
2357053-53,Sim,220649,Delegado da Cunha
2357053-53,Sim,178908,Delegado Éder Mauro
2357053-53,Sim,220583,Delegado Fabio Costa
2357053-53,Sim,204512,Delegado Marcelo Freitas
2357053-53,Sim,220701,Delegado Matheus Laiola
2357053-53,Sim,220652,Delegado Palumbo
2357053-53,Sim,220654,Delegado Paulo Bilynskyj
2357053-53,Sim,220619,Delegado Ramagem
2357053-53,Sim,220705,Deltan Dallagnol
2357053-53,Sim,220553,Denise Pessôa
2357053-53,Sim,220689,Detinha
2357053-53,Sim,160588,Diego Andrade
2357053-53,Sim,220691,Diego Coronel
2357053-53,Sim,178929,Diego Garcia
2357053-53,Sim,73768,Dilceu Sperafico
2357053-53,Sim,220671,Dilvanda Faro
2357053-53,Sim,160599,Dimas Fabiano
2357053-53,Sim,220602,Dimas Gadelha
2357053-53,Sim,143632,Domingos Neto
2357053-53,Sim,160758,Domingos Sávio
2357053-53,Sim,220573,Dorinaldo Malafaia
2357053-53,Sim,221339,Dr Benjamim
2357053-53,Sim,220610,Dr. Fernando Máximo
2357053-53,Sim,220688,Dr. Francisco
2357053-53,Sim,204518,Dr. Frederico
2357053-53,Sim,204481,Dr. Jaziel
2357053-53,Sim,204351,Dr. Luiz Ovando
2357053-53,Sim,220528,Dr. Victor Linhalis
2357053-53,Sim,204412,Dr. Zacharias Calil
2357053-53,Sim,220674,Dra. Alessandra Haber
2357053-53,Sim,220686,Duarte
2357053-53,Sim,220623,Duda Salabert
2357053-53,Sim,204541,Eduardo Bismarck
2357053-53,Sim,92346,Eduardo Bolsonaro
2357053-53,Sim,141421,Eduardo da Fonte
2357053-53,Sim,220589,Eduardo Velloso
2357053-53,Sim,74075,Elcione Barbalho
2357053-53,Sim,204364,Eli Borges
2357053-53,Sim,178854,Elmar Nascimento
2357053-53,Sim,198783,Emanuel Pinheiro Neto
2357053-53,Sim,220663,Eriberto Medeiros
2357053-53,Não,220645,Erika Hilton
2357053-53,Não,160575,Erika Kokay
2357053-53,Sim,204482,Euclydes Pettersen
2357053-53,Sim,178871,Evair Vieira de Melo
2357053-53,Sim,178905,Fabio Garcia
2357053-53,Sim,220681,Fábio Macedo
2357053-53,Sim,171623,Fabio Reis
2357053-53,Sim,204368,Fabio Schiochet
2357053-53,Sim,220653,Fábio Teruel
2357053-53,Sim,220712,Fausto Santos Jr.
2357053-53,Sim,220646,Felipe Becari
2357053-53,Sim,72442,Felipe Carreras
2357053-53,Sim,204398,Felipe Francischini
2357053-53,Sim,160666,Félix Mendonça Júnior
2357053-53,Não,204407,Fernanda Melchionna
2357053-53,Sim,220656,Fernanda Pessoa
2357053-53,Sim,204445,Fernando Mineiro
2357053-53,Sim,92699,Fernando Monteiro
2357053-53,Sim,204427,Fernando Rodolfo
2357053-53,Sim,204411,Filipe Barros
2357053-53,Sim,220545,Filipe Martins
2357053-53,Sim,160598,Flávia Morais
2357053-53,Sim,191923,Flávio Nogueira
2357053-53,Sim,220700,Florentino Neto
2357053-53,Sim,220551,Franciane Bayer
2357053-53,Sim,220534,Fred Linhares
2357053-53,Sim,220708,Gabriel Nunes
2357053-53,Sim,204473,General Girão
2357053-53,Sim,220611,General Pazuello
2357053-53,Sim,178966,Geovania de Sá
2357053-53,Sim,220702,Geraldo Mendes
2357053-53,Sim,74374,Geraldo Resende
2357053-53,Sim,220587,Gerlen Diniz
2357053-53,Sim,204394,Gervásio Maia
2357053-53,Sim,74383,Giacobo
2357053-53,Sim,204491,Gilberto Abramo
2357053-53,Sim,220529,Gilson Daniel
2357053-53,Sim,204365,Gilson Marques
2357053-53,Sim,220526,Gilvan da Federal
2357053-53,Sim,220531,Gilvan Maximo
2357053-53,Sim,160673,Giovani Cherini
2357053-53,Não,152605,Glauber Braga
2357053-53,Sim,204419,Glaustin da Fokus
2357053-53,Sim,107283,Gleisi Hoffmann
2357053-53,Sim,198197,Greyce Elias
2357053-53,Não,220639,Guilherme Boulos
2357053-53,Sim,220664,Guilherme Uchoa
2357053-53,Sim,220568,Gustavo Gayer
2357053-53,Sim,204408,Gustinho Ribeiro
2357053-53,Sim,204456,Gutemberg Reis
2357053-53,Sim,220537,Helena Lima
2357053-53,Sim,204444,Helio Lopes
2357053-53,Sim,220672,Henderson Pinto
2357053-53,Sim,204539,Hercílio Coelho Diniz
2357053-53,Sim,160674,Hugo Motta
2357053-53,Sim,220563,Icaro de Valmir
2357053-53,Sim,204533,Idilvan Alencar
2357053-53,Sim,204508,Igor Timo
2357053-53,Sim,98615,Ismael
2357053-53,Sim,220570,Ismael Alexandrino
2357053-53,Sim,204436,Isnaldo Bulhões Jr.
2357053-53,Não,73531,Ivan Valente
2357053-53,Sim,220696,Ivoneide Caetano
2357053-53,Sim,220670,Iza Arruda
2357053-53,Sim,220527,Jack Rocha
2357053-53,Sim,74848,Jandira Feghali
2357053-53,Sim,220567,Jeferson Rodrigues
2357053-53,Sim,74273,Jefferson Campos
2357053-53,Sim,141456,Jilmar Tatto
2357053-53,Sim,178970,João Daniel
2357053-53,Sim,141459,João Maia
2357053-53,Sim,178910,Joaquim Passarinho
2357053-53,Sim,160548,Jonas Donizette
2357053-53,Sim,205550,Jorge Braz
2357053-53,Não,214694,Jorge Goetten
2357053-53,Sim,178857,Jorge Solla
2357053-53,Sim,141464,José Airton Félix Cirilo
2357053-53,Sim,141470,José Guimarães
2357053-53,Sim,204472,José Medeiros
2357053-53,Sim,204391,José Nelto
2357053-53,Sim,74079,José Priante
2357053-53,Sim,74554,José Rocha
2357053-53,Sim,209189,Joseildo Ramos
2357053-53,Sim,220578,Josenildo
2357053-53,Sim,74141,Josias Gomes
2357053-53,Sim,215043,Josivaldo JP
2357053-53,Sim,204474,Juarez Costa
2357053-53,Sim,220559,Julia Zanatta
