idVotacao,voto,deputado_id,deputado_nome
2138680-43,Não,178835,Afonso Motta
2138680-43,Sim,220576,Alfredo Gaspar
2138680-43,Não,69871,Bacelar
2138680-43,Sim,204572,Capitão Alberto Neto
2138680-43,Sim,204460,Carlos Jordy
2138680-43,Não,204426,Carlos Veras
2138680-43,Sim,204369,Caroline de Toni
2138680-43,Sim,220595,Coronel Fernanda
2138680-43,Não,220561,Delegada Katarina
2138680-43,Não,204512,Delegado Marcelo Freitas
2138680-43,Sim,220619,Delegado Ramagem
2138680-43,Sim,220705,Deltan Dallagnol
2138680-43,Não,220691,Diego Coronel
2138680-43,Não,220712,Fausto Santos Jr.
2138680-43,Não,191923,Flávio Nogueira
2138680-43,Sim,220587,Gerlen Diniz
2138680-43,Sim,204365,Gilson Marques
2138680-43,Não,178873,Helder Salomão
2138680-43,Não,74550,João Leão
2138680-43,Sim,214694,Jorge Goetten
2138680-43,Sim,220559,Julia Zanatta
2138680-43,Sim,204404,Lucas Redecker
2138680-43,Não,74041,Luiz Couto
2138680-43,Não,220658,Luiz Gastão
2138680-43,Não,220599,Marcelo Crivella
2138680-43,Sim,220547,Marcos Pollon
2138680-43,Não,220604,Marcos Tavares
2138680-43,Não,220668,Maria Arraes
2138680-43,Sim,74428,Mendonça Filho
2138680-43,Não,171786,Miguel Ângelo
2138680-43,Não,74160,Patrus Ananias
2138680-43,Sim,160601,Pr. Marco Feliciano
2138680-43,Não,153423,Renilce Nicodemos
2138680-43,Sim,220588,Roberto Duarte
2138680-43,Sim,220644,Rosângela Moro
2138680-43,Não,74371,Rubens Otoni
2138680-43,Não,178887,Rubens Pereira Júnior
2138680-43,Não,73604,Rui Falcão
2138680-43,Não,204535,Sâmia Bomfim
2138680-43,Sim,178946,Soraya Santos
2138680-43,Não,204534,Tabata Amaral
2138680-43,Não,220598,Tarcísio Motta
2138680-43,Sim,220660,Yury do Paredão
2138680-43,Não,220536,Zé Haroldo Cathedral
