idVotacao,voto,deputado_id,deputado_nome
2357053-50,Sim,220593,Abilio Brunini
2357053-50,Não,204379,Acácio Favacho
2357053-50,Não,220714,Adail Filho
2357053-50,Sim,221328,Adilson Barroso
2357053-50,Não,204560,Adolfo Viana
2357053-50,Sim,204528,Adriana Ventura
2357053-50,Não,121948,Adriano do Baldy
2357053-50,Não,74646,Aécio Neves
2357053-50,Sim,136811,Afonso Hamm
2357053-50,Não,178835,Afonso Motta
2357053-50,Não,160527,Aguinaldo Ribeiro
2357053-50,Não,204495,Airton Faleiro
2357053-50,Sim,73579,Alberto Fraga
2357053-50,Não,74696,Alberto Mourão
2357053-50,Não,220538,Albuquerque
2357053-50,Não,160559,Alceu Moreira
2357053-50,Não,204501,Alencar Santana
2357053-50,Não,178972,Alex Manente
2357053-50,Não,204571,Alex Santana
2357053-50,Não,220542,Alexandre Guimarães
2357053-50,Não,160545,Alexandre Leite
2357053-50,Não,220554,Alexandre Lindenmeyer
2357053-50,Não,221148,Alfredinho
2357053-50,Sim,220576,Alfredo Gaspar
2357053-50,Não,74057,Alice Portugal
2357053-50,Não,178881,Aluisio Mendes
2357053-50,Sim,220596,Amália Barros
2357053-50,Não,220707,Amanda Gentil
2357053-50,Não,204356,Amaro Neto
2357053-50,Não,107970,Ana Paula Leão
2357053-50,Não,220556,Ana Paula Lima
2357053-50,Não,220632,Ana Pimentel
2357053-50,Sim,220657,André Fernandes
2357053-50,Sim,204423,André Ferreira
2357053-50,Não,133439,André Figueiredo
2357053-50,Não,178882,André Fufuca
2357053-50,Não,220544,Antonio Andrade
2357053-50,Não,160553,Antonio Brito
2357053-50,Não,220638,Antonio Carlos Rodrigues
2357053-50,Não,73433,Arlindo Chinaglia
2357053-50,Não,141391,Arnaldo Jardim
2357053-50,Artigo 17,160541,Arthur Lira
2357053-50,Não,160600,Arthur Oliveira Maia
2357053-50,Não,74090,Átila Lins
2357053-50,Não,123086,Átila Lira
2357053-50,Não,160665,Augusto Coutinho
2357053-50,Não,160512,Aureo Ribeiro
2357053-50,Não,69871,Bacelar
2357053-50,Não,178975,Baleia Rossi
2357053-50,Não,220605,Bandeira de Mello
2357053-50,Não,220612,Bebeto
2357053-50,Não,73701,Benedita da Silva
2357053-50,Não,109429,Benes Leocádio
2357053-50,Não,204358,Beto Pereira
2357053-50,Não,220683,Beto Richa
2357053-50,Sim,204374,Bia Kicis
2357053-50,Sim,204388,Bibo Nunes
2357053-50,Não,160538,Bohn Gass
2357053-50,Não,210989,Bruno Farias
2357053-50,Não,220635,Bruno Ganem
2357053-50,Sim,220574,Cabo Gilberto Silva
2357053-50,Não,143942,Caio Vianna
2357053-50,Não,220548,Camila Jara
2357053-50,Não,204572,Capitão Alberto Neto
2357053-50,Sim,220690,Capitão Alden
2357053-50,Sim,178829,Capitão Augusto
2357053-50,Não,204361,Carlos Chiodini
2357053-50,Não,178993,Carlos Henrique Gaguim
2357053-50,Sim,204460,Carlos Jordy
2357053-50,Não,74262,Carlos Sampaio
2357053-50,Não,204426,Carlos Veras
2357053-50,Não,141398,Carlos Zarattini
2357053-50,Não,220704,Carol Dartora
2357053-50,Sim,204369,Caroline de Toni
2357053-50,Não,220699,Castro Neto
2357053-50,Não,206018,Célia Xakriabá
2357053-50,Não,178876,Célio Silveira
2357053-50,Não,204488,Célio Studart
2357053-50,Não,73441,Celso Russomanno
2357053-50,Não,204496,Celso Sabino
2357053-50,Não,204504,Cezinha de Madureira
2357053-50,Não,205476,Charles Fernandes
2357053-50,Não,74171,Chico Alencar
2357053-50,Não,204476,Chiquinho Brazão
2357053-50,Sim,220665,Clarissa Tércio
2357053-50,Não,74537,Claudio Cajado
2357053-50,Não,141408,Cleber Verde
2357053-50,Não,88256,Clodoaldo Magalhães
2357053-50,Não,98148,Cobalchini
2357053-50,Sim,220594,Coronel Assis
2357053-50,Sim,204378,Coronel Chrisóstomo
2357053-50,Sim,220666,Coronel Meira
2357053-50,Não,220590,Coronel Ulysses
2357053-50,Sim,178963,Covatti Filho
2357053-50,Não,220608,Cristiane Lopes
2357053-50,Não,204355,Da Vitoria
2357053-50,Não,141411,Dagoberto Nogueira
2357053-50,Não,220692,Dal Barreto
2357053-50,Não,74467,Damião Feliciano
2357053-50,Não,220629,Dandara
2357053-50,Não,220603,Dani Cunha
