idVotacao,voto,deputado_id,deputado_nome
2193787-58,Não,123086,Átila Lira
2193787-58,Sim,204460,Carlos Jordy
2193787-58,Não,98148,Cobalchini
2193787-58,Não,220561,Delegada Katarina
2193787-58,Sim,220619,Delegado Ramagem
2193787-58,Não,220528,Dr. Victor Linhalis
2193787-58,Não,220674,Dra. Alessandra Haber
2193787-58,Não,204541,Eduardo Bismarck
2193787-58,Sim,204364,Eli Borges
2193787-58,Sim,204398,Felipe Francischini
2193787-58,Não,191923,Flávio Nogueira
2193787-58,Não,220587,Gerlen Diniz
2193787-58,Sim,204365,Gilson Marques
2193787-58,Não,178873,Helder Salomão
2193787-58,Não,204533,Idilvan Alencar
2193787-58,Não,74550,João Leão
2193787-58,Não,204391,José Nelto
2193787-58,Não,204474,Juarez Costa
2193787-58,Sim,220559,Julia Zanatta
2193787-58,Não,98057,Lafayette de Andrada
2193787-58,Não,74856,Laura Carneiro
2193787-58,Não,204404,Lucas Redecker
2193787-58,Não,74041,Luiz Couto
2193787-58,Não,220668,Maria Arraes
2193787-58,Sim,74428,Mendonça Filho
2193787-58,Não,171786,Miguel Ângelo
2193787-58,Não,220584,Murilo Galdino
2193787-58,Não,178987,Orlando Silva
2193787-58,Não,74160,Patrus Ananias
2193787-58,Não,220588,Roberto Duarte
2193787-58,Sim,220624,Robinson Faria
2193787-58,Sim,220644,Rosângela Moro
2193787-58,Não,178887,Rubens Pereira Júnior
2193787-58,Não,73604,Rui Falcão
2193787-58,Não,204535,Sâmia Bomfim
2193787-58,Não,204425,Silvio Costa Filho
2193787-58,Não,204534,Tabata Amaral
2193787-58,Não,220598,Tarcísio Motta
2193787-58,Não,91228,Waldemar Oliveira
2193787-58,Não,220564,Yandra Moura
2193787-58,Sim,220660,Yury do Paredão
