idVotacao,voto,deputado_id,deputado_nome
2345484-83,Sim,220593,Abilio Brunini
2345484-83,Não,204379,Acácio Favacho
2345484-83,Sim,221328,Adilson Barroso
2345484-83,Não,204528,Adriana Ventura
2345484-83,Não,121948,Adriano do Baldy
2345484-83,Não,74646,Aécio Neves
2345484-83,Não,136811,Afonso Hamm
2345484-83,Sim,204495,Airton Faleiro
2345484-83,Não,204549,AJ Albuquerque
2345484-83,Não,220538,Albuquerque
2345484-83,Sim,160559,Alceu Moreira
2345484-83,Sim,204501,Alencar Santana
2345484-83,Não,178972,Alex Manente
2345484-83,Não,204571,Alex Santana
2345484-83,Não,160545,Alexandre Leite
2345484-83,Sim,220554,Alexandre Lindenmeyer
2345484-83,Sim,221148,Alfredinho
2345484-83,Sim,74057,Alice Portugal
2345484-83,Sim,178927,Aliel Machado
2345484-83,Sim,178937,Altineu Côrtes
2345484-83,Não,178881,Aluisio Mendes
2345484-83,Sim,220596,Amália Barros
2345484-83,Não,220707,Amanda Gentil
2345484-83,Não,204356,Amaro Neto
2345484-83,Não,107970,Ana Paula Leão
2345484-83,Sim,220556,Ana Paula Lima
2345484-83,Sim,220632,Ana Pimentel
2345484-83,Sim,220657,André Fernandes
2345484-83,Não,133439,André Figueiredo
2345484-83,Não,178882,André Fufuca
2345484-83,Sim,204515,André Janones
2345484-83,Não,123756,Antônia Lúcia
2345484-83,Sim,220638,Antonio Carlos Rodrigues
2345484-83,Não,220549,Any Ortiz
2345484-83,Sim,73433,Arlindo Chinaglia
2345484-83,Não,141391,Arnaldo Jardim
2345484-83,Não,74090,Átila Lins
2345484-83,Não,123086,Átila Lira
2345484-83,Não,160665,Augusto Coutinho
2345484-83,Não,220577,Augusto Puppio
2345484-83,Sim,69871,Bacelar
2345484-83,Não,220605,Bandeira de Mello
2345484-83,Não,220612,Bebeto
2345484-83,Sim,73701,Benedita da Silva
2345484-83,Não,109429,Benes Leocádio
2345484-83,Não,220683,Beto Richa
2345484-83,Sim,204374,Bia Kicis
2345484-83,Sim,204388,Bibo Nunes
2345484-83,Sim,160538,Bohn Gass
2345484-83,Não,210989,Bruno Farias
2345484-83,Não,220635,Bruno Ganem
2345484-83,Sim,220574,Cabo Gilberto Silva
2345484-83,Sim,220548,Camila Jara
2345484-83,Sim,204572,Capitão Alberto Neto
2345484-83,Sim,178829,Capitão Augusto
2345484-83,Sim,204507,Carla Zambelli
2345484-83,Sim,204361,Carlos Chiodini
2345484-83,Não,178962,Carlos Gomes
2345484-83,Sim,204460,Carlos Jordy
2345484-83,Não,74262,Carlos Sampaio
2345484-83,Sim,204426,Carlos Veras
2345484-83,Sim,141398,Carlos Zarattini
2345484-83,Sim,220704,Carol Dartora
2345484-83,Sim,204369,Caroline de Toni
2345484-83,Não,220699,Castro Neto
2345484-83,Sim,206018,Célia Xakriabá
2345484-83,Não,73441,Celso Russomanno
2345484-83,Não,204496,Celso Sabino
2345484-83,Não,204504,Cezinha de Madureira
2345484-83,Não,205476,Charles Fernandes
2345484-83,Sim,74171,Chico Alencar
2345484-83,Não,204476,Chiquinho Brazão
2345484-83,Sim,204462,Chris Tonietto
2345484-83,Não,220665,Clarissa Tércio
2345484-83,Não,74537,Claudio Cajado
2345484-83,Não,141408,Cleber Verde
2345484-83,Não,98148,Cobalchini
2345484-83,Sim,220594,Coronel Assis
2345484-83,Sim,204378,Coronel Chrisóstomo
2345484-83,Não,220595,Coronel Fernanda
2345484-83,Sim,220666,Coronel Meira
2345484-83,Sim,222142,Coronel Telhada
2345484-83,Não,220590,Coronel Ulysses
2345484-83,Sim,220608,Cristiane Lopes
2345484-83,Não,204355,Da Vitoria
2345484-83,Sim,141411,Dagoberto Nogueira
2345484-83,Sim,220555,Daiana Santos
2345484-83,Não,220692,Dal Barreto
2345484-83,Não,220603,Dani Cunha
2345484-83,Não,220571,Daniel Agrobom
2345484-83,Sim,204367,Daniel Freitas
2345484-83,Não,220614,Daniel Soranz
2345484-83,Sim,204409,Daniel Trzeciak
2345484-83,Não,204511,David Soares
2345484-83,Não,220539,Defensor Stélio Dener
2345484-83,Sim,220565,Delegada Adriana Accorsi
2345484-83,Não,220625,Delegada Ione
2345484-83,Não,220561,Delegada Katarina
2345484-83,Sim,220673,Delegado Caveira
2345484-83,Não,220649,Delegado da Cunha
2345484-83,Sim,178908,Delegado Éder Mauro
2345484-83,Não,220583,Delegado Fabio Costa
2345484-83,Não,204512,Delegado Marcelo Freitas
2345484-83,Não,220701,Delegado Matheus Laiola
2345484-83,Sim,220652,Delegado Palumbo
2345484-83,Sim,220654,Delegado Paulo Bilynskyj
2345484-83,Sim,220619,Delegado Ramagem
2345484-83,Sim,220705,Deltan Dallagnol
2345484-83,Sim,220553,Denise Pessôa
2345484-83,Sim,220689,Detinha
2345484-83,Não,220691,Diego Coronel
2345484-83,Não,73768,Dilceu Sperafico
2345484-83,Sim,220671,Dilvanda Faro
2345484-83,Não,160599,Dimas Fabiano
2345484-83,Sim,220602,Dimas Gadelha
2345484-83,Sim,160758,Domingos Sávio
2345484-83,Sim,220688,Dr. Francisco
2345484-83,Não,204351,Dr. Luiz Ovando
2345484-83,Sim,220528,Dr. Victor Linhalis
2345484-83,Não,204412,Dr. Zacharias Calil
2345484-83,Não,220674,Dra. Alessandra Haber
2345484-83,Sim,220686,Duarte
2345484-83,Não,204541,Eduardo Bismarck
2345484-83,Não,220589,Eduardo Velloso
2345484-83,Não,74075,Elcione Barbalho
2345484-83,Obstrução,204364,Eli Borges
2345484-83,Sim,220645,Erika Hilton
2345484-83,Sim,160575,Erika Kokay
2345484-83,Sim,160640,Eros Biondini
2345484-83,Sim,178871,Evair Vieira de Melo
2345484-83,Não,178905,Fabio Garcia
2345484-83,Não,204368,Fabio Schiochet
2345484-83,Sim,220653,Fábio Teruel
2345484-83,Não,66828,Fausto Pinato
2345484-83,Não,220712,Fausto Santos Jr.
2345484-83,Não,72442,Felipe Carreras
2345484-83,Não,160666,Félix Mendonça Júnior
2345484-83,Sim,204407,Fernanda Melchionna
2345484-83,Não,220656,Fernanda Pessoa
2345484-83,Não,141431,Fernando Coelho Filho
2345484-83,Sim,204445,Fernando Mineiro
2345484-83,Não,92699,Fernando Monteiro
2345484-83,Obstrução,204411,Filipe Barros
2345484-83,Sim,191923,Flávio Nogueira
2345484-83,Sim,220700,Florentino Neto
2345484-83,Não,220551,Franciane Bayer
2345484-83,Não,220534,Fred Linhares
2345484-83,Não,224117,Gabriel Mota
2345484-83,Sim,220611,General Pazuello
2345484-83,Não,178966,Geovania de Sá
2345484-83,Não,220702,Geraldo Mendes
2345484-83,Sim,220587,Gerlen Diniz
2345484-83,Não,204394,Gervásio Maia
2345484-83,Sim,74383,Giacobo
2345484-83,Não,204491,Gilberto Abramo
2345484-83,Não,220529,Gilson Daniel
2345484-83,Não,204365,Gilson Marques
2345484-83,Sim,152605,Glauber Braga
2345484-83,Sim,204419,Glaustin da Fokus
2345484-83,Sim,220639,Guilherme Boulos
2345484-83,Não,220664,Guilherme Uchoa
2345484-83,Não,220568,Gustavo Gayer
2345484-83,Não,204408,Gustinho Ribeiro
2345484-83,Não,204456,Gutemberg Reis
2345484-83,Sim,204444,Helio Lopes
2345484-83,Não,220672,Henderson Pinto
2345484-83,Não,204539,Hercílio Coelho Diniz
2345484-83,Sim,141450,Hugo Leal
2345484-83,Não,160674,Hugo Motta
2345484-83,Sim,220563,Icaro de Valmir
2345484-83,Sim,204533,Idilvan Alencar
2345484-83,Sim,204508,Igor Timo
2345484-83,Não,220570,Ismael Alexandrino
2345484-83,Não,204436,Isnaldo Bulhões Jr.
2345484-83,Sim,73531,Ivan Valente
2345484-83,Sim,220696,Ivoneide Caetano
2345484-83,Não,220670,Iza Arruda
2345484-83,Sim,220527,Jack Rocha
2345484-83,Sim,220697,Jadyel Alencar
2345484-83,Sim,74848,Jandira Feghali
2345484-83,Sim,74273,Jefferson Campos
2345484-83,Sim,141456,Jilmar Tatto
2345484-83,Não,141458,João Carlos Bacelar
2345484-83,Sim,178970,João Daniel
2345484-83,Sim,178910,Joaquim Passarinho
2345484-83,Sim,160548,Jonas Donizette
2345484-83,Sim,214694,Jorge Goetten
