idVotacao,voto,deputado_id,deputado_nome
2351332-7,Não,220593,Abilio Brunini
2351332-7,Sim,220714,Adail Filho
2351332-7,Sim,221328,Adilson Barroso
2351332-7,Sim,204528,Adriana Ventura
2351332-7,Sim,121948,Adriano do Baldy
2351332-7,Sim,74646,Aécio Neves
2351332-7,Sim,136811,Afonso Hamm
2351332-7,Sim,178835,Afonso Motta
2351332-7,Sim,204495,Airton Faleiro
2351332-7,Não,73579,Alberto Fraga
2351332-7,Sim,220538,Albuquerque
2351332-7,Sim,160559,Alceu Moreira
2351332-7,Sim,204501,Alencar Santana
2351332-7,Sim,178972,Alex Manente
2351332-7,Sim,204571,Alex Santana
2351332-7,Sim,220542,Alexandre Guimarães
2351332-7,Sim,160545,Alexandre Leite
2351332-7,Sim,221148,Alfredinho
2351332-7,Sim,220576,Alfredo Gaspar
2351332-7,Sim,178881,Aluisio Mendes
2351332-7,Não,220596,Amália Barros
2351332-7,Sim,204356,Amaro Neto
2351332-7,Sim,107970,Ana Paula Leão
2351332-7,Sim,220556,Ana Paula Lima
2351332-7,Sim,220632,Ana Pimentel
2351332-7,Não,220657,André Fernandes
2351332-7,Sim,204423,André Ferreira
2351332-7,Sim,133439,André Figueiredo
2351332-7,Sim,204515,André Janones
2351332-7,Sim,220676,Andreia Siqueira
2351332-7,Sim,220544,Antonio Andrade
2351332-7,Sim,160553,Antonio Brito
2351332-7,Sim,220638,Antonio Carlos Rodrigues
2351332-7,Sim,220675,Antônio Doido
2351332-7,Sim,220549,Any Ortiz
2351332-7,Sim,73433,Arlindo Chinaglia
2351332-7,Sim,141391,Arnaldo Jardim
2351332-7,Sim,160665,Augusto Coutinho
2351332-7,Sim,220577,Augusto Puppio
2351332-7,Sim,160512,Aureo Ribeiro
2351332-7,Sim,178975,Baleia Rossi
2351332-7,Sim,220605,Bandeira de Mello
2351332-7,Sim,220612,Bebeto
2351332-7,Sim,73701,Benedita da Silva
2351332-7,Sim,109429,Benes Leocádio
2351332-7,Sim,204358,Beto Pereira
2351332-7,Sim,220698,Beto Preto
2351332-7,Sim,220683,Beto Richa
2351332-7,Não,204374,Bia Kicis
2351332-7,Sim,204388,Bibo Nunes
2351332-7,Sim,160538,Bohn Gass
2351332-7,Sim,210989,Bruno Farias
2351332-7,Sim,220635,Bruno Ganem
2351332-7,Sim,220574,Cabo Gilberto Silva
