idVotacao,voto,deputado_id,deputado_nome
499716-142,Sim,178835,Afonso Motta
499716-142,Não,204501,Alencar Santana
499716-142,Não,220576,Alfredo Gaspar
499716-142,Não,123086,Átila Lira
499716-142,Não,69871,Bacelar
499716-142,Sim,204572,Capitão Alberto Neto
499716-142,Não,204426,Carlos Veras
499716-142,Sim,204369,Caroline de Toni
499716-142,Sim,204462,Chris Tonietto
499716-142,Não,98148,Cobalchini
499716-142,Sim,220595,Coronel Fernanda
499716-142,Sim,220666,Coronel Meira
499716-142,Sim,178963,Covatti Filho
499716-142,Não,220561,Delegada Katarina
499716-142,Sim,220619,Delegado Ramagem
499716-142,Sim,220705,Deltan Dallagnol
499716-142,Sim,178929,Diego Garcia
499716-142,Não,220528,Dr. Victor Linhalis
499716-142,Não,220674,Dra. Alessandra Haber
499716-142,Sim,204364,Eli Borges
499716-142,Não,160575,Erika Kokay
499716-142,Sim,204398,Felipe Francischini
499716-142,Não,191923,Flávio Nogueira
499716-142,Sim,220587,Gerlen Diniz
499716-142,Sim,204365,Gilson Marques
499716-142,Não,178873,Helder Salomão
499716-142,Sim,214694,Jorge Goetten
499716-142,Não,204391,José Nelto
499716-142,Não,204474,Juarez Costa
499716-142,Sim,98057,Lafayette de Andrada
499716-142,Sim,204404,Lucas Redecker
499716-142,Não,74041,Luiz Couto
499716-142,Não,220668,Maria Arraes
499716-142,Não,74428,Mendonça Filho
499716-142,Não,171786,Miguel Ângelo
499716-142,Sim,160642,Pastor Eurico
499716-142,Não,74160,Patrus Ananias
499716-142,Não,220667,Pedro Campos
499716-142,Sim,204395,Pedro Lupion
499716-142,Sim,160601,Pr. Marco Feliciano
499716-142,Não,220588,Roberto Duarte
499716-142,Sim,220644,Rosângela Moro
499716-142,Sim,220620,Rosângela Reis
499716-142,Não,73604,Rui Falcão
499716-142,Não,204535,Sâmia Bomfim
499716-142,Não,220598,Tarcísio Motta
499716-142,Não,220564,Yandra Moura
499716-142,Sim,220536,Zé Haroldo Cathedral
