idVotacao,voto,deputado_id,deputado_nome
2357055-29,Não,220593,Abilio Brunini
2357055-29,Sim,221328,Adilson Barroso
2357055-29,Não,204528,Adriana Ventura
2357055-29,Sim,121948,Adriano do Baldy
2357055-29,Sim,74646,Aécio Neves
2357055-29,Sim,136811,Afonso Hamm
2357055-29,Sim,178835,Afonso Motta
2357055-29,Sim,204495,Airton Faleiro
2357055-29,Sim,73579,Alberto Fraga
2357055-29,Sim,74696,Alberto Mourão
2357055-29,Sim,220538,Albuquerque
2357055-29,Não,160559,Alceu Moreira
2357055-29,Sim,204501,Alencar Santana
2357055-29,Sim,220542,Alexandre Guimarães
2357055-29,Sim,220554,Alexandre Lindenmeyer
2357055-29,Sim,221148,Alfredinho
2357055-29,Não,220576,Alfredo Gaspar
2357055-29,Sim,74057,Alice Portugal
2357055-29,Sim,178927,Aliel Machado
2357055-29,Sim,178881,Aluisio Mendes
2357055-29,Sim,220596,Amália Barros
2357055-29,Sim,204356,Amaro Neto
2357055-29,Não,220715,Amom Mandel
2357055-29,Não,107970,Ana Paula Leão
2357055-29,Sim,220556,Ana Paula Lima
2357055-29,Sim,220632,Ana Pimentel
2357055-29,Não,220657,André Fernandes
2357055-29,Sim,204423,André Ferreira
2357055-29,Sim,133439,André Figueiredo
2357055-29,Sim,204515,André Janones
2357055-29,Sim,220676,Andreia Siqueira
2357055-29,Sim,123756,Antônia Lúcia
2357055-29,Sim,220638,Antonio Carlos Rodrigues
2357055-29,Sim,220549,Any Ortiz
2357055-29,Sim,73433,Arlindo Chinaglia
2357055-29,Não,141391,Arnaldo Jardim
2357055-29,Sim,74090,Átila Lins
2357055-29,Sim,123086,Átila Lira
2357055-29,Sim,160665,Augusto Coutinho
2357055-29,Sim,220577,Augusto Puppio
2357055-29,Sim,160512,Aureo Ribeiro
2357055-29,Sim,69871,Bacelar
2357055-29,Sim,220605,Bandeira de Mello
2357055-29,Sim,220612,Bebeto
2357055-29,Sim,73701,Benedita da Silva
2357055-29,Sim,109429,Benes Leocádio
2357055-29,Sim,204358,Beto Pereira
2357055-29,Sim,220683,Beto Richa
2357055-29,Sim,204374,Bia Kicis
2357055-29,Sim,204388,Bibo Nunes
2357055-29,Sim,160538,Bohn Gass
2357055-29,Sim,210989,Bruno Farias
2357055-29,Sim,220635,Bruno Ganem
2357055-29,Não,220574,Cabo Gilberto Silva
2357055-29,Sim,220548,Camila Jara
2357055-29,Sim,204572,Capitão Alberto Neto
2357055-29,Sim,178829,Capitão Augusto
2357055-29,Não,204507,Carla Zambelli
2357055-29,Sim,204361,Carlos Chiodini
2357055-29,Sim,178962,Carlos Gomes
2357055-29,Não,204460,Carlos Jordy
2357055-29,Sim,74262,Carlos Sampaio
