deputado1,deputado2,peso
Helder Salomão,Capitão Augusto,2
Helder Salomão,Amanda Gentil,2
Helder Salomão,Osmar Terra,2
Helder Salomão,Sanderson,2
Helder Salomão,Erika Hilton,2
Helder Salomão,Professora Luciene Cavalcante,4
Helder Salomão,Luiz Lima,2
Helder Salomão,Fábio Teruel,2
Helder Salomão,AJ Albuquerque,2
Helder Salomão,Jorge Goetten,2
Helder Salomão,Rogério Correia,2
Helder Salomão,Robinson Faria,2
Helder Salomão,Airton Faleiro,2
Helder Salomão,Paulo Freire Costa,2
Helder Salomão,Nikolas Ferreira,2
Helder Salomão,Icaro de Valmir,2
Helder Salomão,Leur Lomanto Júnior,2
Helder Salomão,Weliton Prado,2
Helder Salomão,Eros Biondini,2
Helder Salomão,Eriberto Medeiros,2
Helder Salomão,Mendonça Filho,2
Helder Salomão,Roberto Monteiro,2
Helder Salomão,Dr. Francisco,2
Helder Salomão,Antonio Brito,2
Helder Salomão,Danilo Forte,2
Helder Salomão,Jandira Feghali,2
Helder Salomão,Adilson Barroso,2
Helder Salomão,Luiz Fernando Faria,2
Helder Salomão,Evair Vieira de Melo,6
Helder Salomão,Fernanda Pessoa,2
Helder Salomão,Moses Rodrigues,2
Helder Salomão,Antônia Lúcia,2
Helder Salomão,Gervásio Maia,2
Helder Salomão,Coronel Ulysses,6
Helder Salomão,Thiago Flores,2
Helder Salomão,Vicentinho,2
Helder Salomão,Padre João,4
Helder Salomão,Daniela Reinehr,2
Helder Salomão,Andreia Siqueira,2
Helder Salomão,Soraya Santos,2
Helder Salomão,Marcelo Álvaro Antônio,2
Helder Salomão,Delegada Ione,2
Helder Salomão,Pezenti,2
Helder Salomão,Enfermeira Ana Paula,2
Helder Salomão,Luiz Couto,2
Helder Salomão,Delegado Paulo Bilynskyj,2
Helder Salomão,Iza Arruda,2
Helder Salomão,Fernando Mineiro,2
Helder Salomão,Delegado Palumbo,2
Helder Salomão,Delegada Katarina,4
Helder Salomão,Alfredo Gaspar,6
Helder Salomão,Dr Benjamim,2
Helder Salomão,Marcelo Queiroz,2
Helder Salomão,Rodrigo Gambale,2
Helder Salomão,Giacobo,2
Helder Salomão,Fernando Rodolfo,2
Helder Salomão,Pompeo de Mattos,2
Helder Salomão,Guilherme Uchoa,2
Helder Salomão,Fausto Santos Jr.,2
Helder Salomão,Carlos Henrique Gaguim,2
Helder Salomão,Capitão Alden,6
Helder Salomão,Ricardo Maia,2
Helder Salomão,Natália Bonavides,2
Helder Salomão,Hercílio Coelho Diniz,6
Helder Salomão,Damião Feliciano,2
Helder Salomão,José Rocha,2
Helder Salomão,Júnior Ferrari,2
Helder Salomão,Waldemar Oliveira,4
Helder Salomão,Coronel Meira,2
Helder Salomão,Paulo Foletto,2
Helder Salomão,Luiz Carlos Hauly,2
Helder Salomão,Arthur Oliveira Maia,2
Helder Salomão,Emidinho Madeira,2
Helder Salomão,Wellington Roberto,2
Helder Salomão,Mário Heringer,2
Helder Salomão,Claudio Cajado,2
Helder Salomão,Pedro Paulo,2
Helder Salomão,Eunício Oliveira,2
Helder Salomão,Renildo Calheiros,2
Helder Salomão,Luiz Nishimori,2
Helder Salomão,Magda Mofatto,6
Helder Salomão,Renilce Nicodemos,4
Helder Salomão,Josenildo,2
Helder Salomão,Arnaldo Jardim,2
Helder Salomão,Carlos Veras,4
Helder Salomão,Meire Serafim,2
Helder Salomão,Reimont,2
Helder Salomão,Laura Carneiro,4
Helder Salomão,Rodrigo de Castro,2
Helder Salomão,Kiko Celeguim,2
Helder Salomão,Paulo Magalhães,2
Helder Salomão,Daniel Barbosa,2
Helder Salomão,Benes Leocádio,2
Helder Salomão,Rui Falcão,4
Helder Salomão,Caio Vianna,2
Helder Salomão,Simone Marquetto,2
Helder Salomão,Alice Portugal,2
Helder Salomão,Maria Arraes,2
Helder Salomão,Ana Paula Leão,6
Helder Salomão,Joaquim Passarinho,2
Helder Salomão,Lídice da Mata,4
Helder Salomão,Idilvan Alencar,2
Helder Salomão,Elmar Nascimento,2
Helder Salomão,Cezinha de Madureira,2
Helder Salomão,Dimas Gadelha,2
Helder Salomão,Ivoneide Caetano,2
Helder Salomão,Bacelar,2
Helder Salomão,Raimundo Santos,2
Helder Salomão,Cabo Gilberto Silva,2
Helder Salomão,Coronel Telhada,2
Helder Salomão,Marcon,2
Helder Salomão,Amália Barros,2
Helder Salomão,Rosângela Reis,2
Helder Salomão,Ruy Carneiro,2
Helder Salomão,Léo Prates,2
Helder Salomão,Gilson Daniel,2
Helder Salomão,Ismael Alexandrino,2
Helder Salomão,Pastor Henrique Vieira,2
Helder Salomão,Dimas Fabiano,2
Helder Salomão,Pastor Sargento Isidório,2
Helder Salomão,Guilherme Boulos,2
Helder Salomão,Jilmar Tatto,2
Helder Salomão,Thiago de Joaldo,2
Helder Salomão,Max Lemos,2
Helder Salomão,Luiz Gastão,2
Helder Salomão,Welter,2
Helder Salomão,Arlindo Chinaglia,2
Helder Salomão,Afonso Motta,2
Helder Salomão,Talíria Petrone,2
Helder Salomão,Dilvanda Faro,2
Helder Salomão,Tiririca,2
Helder Salomão,André Ferreira,2
Helder Salomão,Celso Sabino,2
Helder Salomão,Jonas Donizette,2
Helder Salomão,Luisa Canziani,2
Helder Salomão,Zé Trovão,2
Helder Salomão,Delegada Adriana Accorsi,2
Helder Salomão,Glauber Braga,2
Helder Salomão,André Fufuca,2
Helder Salomão,Erika Kokay,2
Helder Salomão,Pr. Marco Feliciano,2
Helder Salomão,Bibo Nunes,2
Helder Salomão,Antonio Carlos Rodrigues,2
Helder Salomão,Tadeu Veneri,2
Helder Salomão,Vander Loubet,2
Helder Salomão,José Guimarães,4
Helder Salomão,Rubens Pereira Júnior,2
Helder Salomão,Dandara,2
Helder Salomão,Florentino Neto,2
Helder Salomão,Alfredinho,2
Helder Salomão,Pastor Eurico,2
Helder Salomão,Tarcísio Motta,4
Helder Salomão,Samuel Viana,2
Helder Salomão,Chico Alencar,2
Helder Salomão,Zé Haroldo Cathedral,4
Helder Salomão,Giovani Cherini,2
Helder Salomão,Ana Pimentel,2
Helder Salomão,Jorge Solla,2
Helder Salomão,Odair Cunha,2
Helder Salomão,Fernando Monteiro,2
Helder Salomão,Delegado Éder Mauro,6
Helder Salomão,Eduardo Bolsonaro,2
Helder Salomão,Coronel Chrisóstomo,6
Helder Salomão,Gabriel Nunes,2
Helder Salomão,André Figueiredo,2
Helder Salomão,Miguel Lombardi,2
Helder Salomão,Lucas Ramos,2
Helder Salomão,Luciano Azevedo,2
Helder Salomão,Capitão Alberto Neto,2
Helder Salomão,Rodolfo Nogueira,2
Helder Salomão,Carol Dartora,2
Helder Salomão,Mauricio do Vôlei,2
Helder Salomão,Vermelho,2
Helder Salomão,General Girão,2
Helder Salomão,Caroline de Toni,4
Helder Salomão,Lucas Redecker,4
Helder Salomão,Kim Kataguiri,4
Helder Salomão,Messias Donato,4
Helder Salomão,Tenente Coronel Zucco,4
Helder Salomão,Ricardo Salles,4
Helder Salomão,Paulão,2
Helder Salomão,Pedro Campos,2
Bohn Gass,Sonize Barbosa,1
Bohn Gass,Mauricio Neves,1
Bohn Gass,Helder Salomão,2
Bohn Gass,Delegado Caveira,1
Bohn Gass,Reginete Bispo,1
Bohn Gass,Ana Paula Lima,1
Bohn Gass,Jack Rocha,1
Bohn Gass,Júnior Mano,1
Bohn Gass,Márcio Honaiser,1
Bohn Gass,Célio Studart,1
Bohn Gass,Lêda Borges,1
Bohn Gass,Dr. Frederico,1
Bohn Gass,Alceu Moreira,1
Bohn Gass,Marcelo Lima,1
Bohn Gass,Júlio Cesar,1
Bohn Gass,Flávio Nogueira,2
Bohn Gass,Luiz Carlos Motta,1
Bohn Gass,Pedro Uczai,1
Bohn Gass,Paulo Abi-Ackel,1
Bohn Gass,Felipe Carreras,1
Bohn Gass,Gilvan da Federal,1
Bohn Gass,Toninho Wandscheer,1
Bohn Gass,Márcio Jerry,1
Bohn Gass,Félix Mendonça Júnior,1
Bohn Gass,Bebeto,1
Bohn Gass,Yury do Paredão,1
Bohn Gass,Alencar Santana,3
Bohn Gass,Valmir Assunção,2
Bohn Gass,Zeca Dirceu,1
Bohn Gass,Marcelo Moraes,1
Bohn Gass,Adolfo Viana,1
Bohn Gass,Aureo Ribeiro,1
Bohn Gass,Gutemberg Reis,1
Bohn Gass,Marcos Pollon,1
Bohn Gass,Heitor Schuch,1
Bohn Gass,José Medeiros,1
Bohn Gass,Luiza Erundina,1
Bohn Gass,Ricardo Abrão,1
Bohn Gass,Antônio Doido,1
Bohn Gass,Clarissa Tércio,1
Bohn Gass,Zé Neto,1
Bohn Gass,Marcos Tavares,2
Bohn Gass,Bruno Farias,1
Bohn Gass,Luiz Antônio Corrêa,1
Bohn Gass,Lázaro Botelho,1
Bohn Gass,Da Vitoria,1
Bohn Gass,Marco Brasil,1
Bohn Gass,Cobalchini,2
Bohn Gass,Luizianne Lins,1
Bohn Gass,Castro Neto,1
Bohn Gass,Sargento Gonçalves,1
Bohn Gass,Carlos Chiodini,1
Bohn Gass,Emanuel Pinheiro Neto,1
Bohn Gass,Leônidas Cristino,1
Bohn Gass,Rodrigo Estacho,1
Bohn Gass,Carlos Zarattini,1
Bohn Gass,Mario Frias,1
Bohn Gass,Greyce Elias,1
Bohn Gass,Paulo Guedes,1
Bohn Gass,Prof. Reginaldo Veras,1
Bohn Gass,Orlando Silva,1
Bohn Gass,Reginaldo Lopes,1
Bohn Gass,Sergio Souza,1
Bohn Gass,Delegado Fabio Costa,3
Bohn Gass,Pastor Diniz,1
Bohn Gass,Henderson Pinto,1
Bohn Gass,Lebrão,1
Bohn Gass,Paulo Azi,1
Bohn Gass,Clodoaldo Magalhães,1
Bohn Gass,Rafael Prudente,1
Bohn Gass,Ivan Valente,1
Bohn Gass,Domingos Neto,1
Bohn Gass,Igor Timo,1
Bohn Gass,Delegado Ramagem,1
Bohn Gass,Helena Lima,1
Bohn Gass,Neto Carletto,1
Bohn Gass,Adriano do Baldy,1
Bohn Gass,Márcio Marinho,1
Bohn Gass,Vinicius Gurgel,1
Bohn Gass,Luciano Vieira,1
Bohn Gass,Keniston Braga,1
Bohn Gass,Silvia Cristina,1
Bohn Gass,Luciano Alves,1
Bohn Gass,Marcos Aurélio Sampaio,1
Bohn Gass,Jones Moura,1
Bohn Gass,Carla Zambelli,1
Bohn Gass,Sâmia Bomfim,3
Bohn Gass,Célia Xakriabá,1
Bohn Gass,Dra. Alessandra Haber,1
Bohn Gass,Cristiane Lopes,1
Bohn Gass,Lindbergh Farias,1
Bohn Gass,Chiquinho Brazão,1
Bohn Gass,Bruno Ganem,1
Bohn Gass,Juliana Cardoso,1
Bohn Gass,Daniel Almeida,1
Bohn Gass,Newton Cardoso Jr,1
Bohn Gass,Renata Abreu,1
Bohn Gass,Daniel Agrobom,1
Bohn Gass,Paulinho Freire,1
Bohn Gass,Rosana Valle,1
Bohn Gass,Afonso Hamm,1
Bohn Gass,Tião Medeiros,1
Bohn Gass,Bia Kicis,1
Bohn Gass,Capitão Augusto,1
Bohn Gass,Amanda Gentil,1
Bohn Gass,Osmar Terra,1
Bohn Gass,Sanderson,1
Bohn Gass,Erika Hilton,1
Bohn Gass,Professora Luciene Cavalcante,2
Bohn Gass,Luiz Lima,1
Bohn Gass,Fábio Teruel,1
Bohn Gass,AJ Albuquerque,1
Bohn Gass,Jorge Goetten,1
Bohn Gass,Rogério Correia,1
Bohn Gass,Robinson Faria,1
Bohn Gass,Airton Faleiro,1
Bohn Gass,Paulo Freire Costa,1
Bohn Gass,Nikolas Ferreira,1
Bohn Gass,Icaro de Valmir,1
Bohn Gass,Leur Lomanto Júnior,1
Bohn Gass,Weliton Prado,1
Bohn Gass,Eros Biondini,1
Bohn Gass,Eriberto Medeiros,1
Bohn Gass,Mendonça Filho,1
Bohn Gass,Roberto Monteiro,1
Bohn Gass,Dr. Francisco,1
Bohn Gass,Antonio Brito,1
Bohn Gass,Danilo Forte,1
Bohn Gass,Jandira Feghali,1
Bohn Gass,Adilson Barroso,1
Bohn Gass,Luiz Fernando Faria,1
Bohn Gass,Evair Vieira de Melo,3
Bohn Gass,Fernanda Pessoa,1
Bohn Gass,Moses Rodrigues,1
Bohn Gass,Antônia Lúcia,1
Bohn Gass,Gervásio Maia,1
Bohn Gass,Coronel Ulysses,3
Bohn Gass,Thiago Flores,1
Bohn Gass,Vicentinho,1
Bohn Gass,Padre João,2
Bohn Gass,Daniela Reinehr,1
Bohn Gass,Andreia Siqueira,1
Bohn Gass,Soraya Santos,1
Bohn Gass,Marcelo Álvaro Antônio,1
Bohn Gass,Delegada Ione,1
Bohn Gass,Pezenti,1
Bohn Gass,Enfermeira Ana Paula,1
Bohn Gass,Luiz Couto,1
Bohn Gass,Delegado Paulo Bilynskyj,1
Bohn Gass,Iza Arruda,1
Bohn Gass,Fernando Mineiro,1
Bohn Gass,Delegado Palumbo,1
Bohn Gass,Delegada Katarina,2
Bohn Gass,Alfredo Gaspar,3
Bohn Gass,Dr Benjamim,1
Bohn Gass,Marcelo Queiroz,1
Bohn Gass,Rodrigo Gambale,1
Bohn Gass,Giacobo,1
Bohn Gass,Fernando Rodolfo,1
Bohn Gass,Pompeo de Mattos,1
Bohn Gass,Guilherme Uchoa,1
Bohn Gass,Fausto Santos Jr.,1
Bohn Gass,Carlos Henrique Gaguim,1
Bohn Gass,Capitão Alden,3
Bohn Gass,Ricardo Maia,1
Bohn Gass,Natália Bonavides,1
Bohn Gass,Hercílio Coelho Diniz,3
Bohn Gass,Damião Feliciano,1
Bohn Gass,José Rocha,1
Bohn Gass,Júnior Ferrari,1
Bohn Gass,Waldemar Oliveira,2
Bohn Gass,Coronel Meira,1
Bohn Gass,Paulo Foletto,1
Bohn Gass,Luiz Carlos Hauly,1
Bohn Gass,Arthur Oliveira Maia,1
Bohn Gass,Emidinho Madeira,1
Bohn Gass,Wellington Roberto,1
Bohn Gass,Mário Heringer,1
Bohn Gass,Claudio Cajado,1
Bohn Gass,Pedro Paulo,1
Bohn Gass,Eunício Oliveira,1
Bohn Gass,Renildo Calheiros,1
Bohn Gass,Luiz Nishimori,1
Bohn Gass,Magda Mofatto,3
Bohn Gass,Renilce Nicodemos,2
Bohn Gass,Josenildo,1
Bohn Gass,Arnaldo Jardim,1
Bohn Gass,Carlos Veras,2
Bohn Gass,Meire Serafim,1
Bohn Gass,Reimont,1
Bohn Gass,Laura Carneiro,2
Bohn Gass,Rodrigo de Castro,1
Bohn Gass,Kiko Celeguim,1
Bohn Gass,Paulo Magalhães,1
Bohn Gass,Daniel Barbosa,1
Bohn Gass,Benes Leocádio,1
Bohn Gass,Rui Falcão,2
Bohn Gass,Caio Vianna,1
Bohn Gass,Simone Marquetto,1
Bohn Gass,Alice Portugal,1
Bohn Gass,Maria Arraes,1
Bohn Gass,Ana Paula Leão,3
Bohn Gass,Joaquim Passarinho,1
Bohn Gass,Lídice da Mata,2
Bohn Gass,Idilvan Alencar,1
Bohn Gass,Elmar Nascimento,1
Bohn Gass,Cezinha de Madureira,1
Bohn Gass,Dimas Gadelha,1
Bohn Gass,Ivoneide Caetano,1
Bohn Gass,Bacelar,1
Bohn Gass,Raimundo Santos,1
Bohn Gass,Cabo Gilberto Silva,1
Bohn Gass,Coronel Telhada,1
Bohn Gass,Marcon,1
Bohn Gass,Amália Barros,1
Bohn Gass,Rosângela Reis,1
Bohn Gass,Ruy Carneiro,1
Bohn Gass,Léo Prates,1
Bohn Gass,Gilson Daniel,1
Bohn Gass,Ismael Alexandrino,1
Bohn Gass,Pastor Henrique Vieira,1
Bohn Gass,Dimas Fabiano,1
Bohn Gass,Pastor Sargento Isidório,1
Bohn Gass,Guilherme Boulos,1
Bohn Gass,Jilmar Tatto,1
Bohn Gass,Thiago de Joaldo,1
Bohn Gass,Max Lemos,1
Bohn Gass,Luiz Gastão,1
Bohn Gass,Welter,1
Bohn Gass,Arlindo Chinaglia,1
Bohn Gass,Afonso Motta,1
Bohn Gass,Talíria Petrone,1
Bohn Gass,Dilvanda Faro,1
Bohn Gass,Tiririca,1
Bohn Gass,André Ferreira,1
Bohn Gass,Celso Sabino,1
Bohn Gass,Jonas Donizette,1
Bohn Gass,Luisa Canziani,1
Bohn Gass,Zé Trovão,1
Bohn Gass,Delegada Adriana Accorsi,1
Bohn Gass,Glauber Braga,1
Bohn Gass,André Fufuca,1
Bohn Gass,Erika Kokay,1
Bohn Gass,Pr. Marco Feliciano,1
Bohn Gass,Bibo Nunes,1
Bohn Gass,Antonio Carlos Rodrigues,1
Bohn Gass,Tadeu Veneri,1
Bohn Gass,Vander Loubet,1
Bohn Gass,José Guimarães,2
Bohn Gass,Rubens Pereira Júnior,1
Bohn Gass,Dandara,1
Bohn Gass,Florentino Neto,1
Bohn Gass,Alfredinho,1
Bohn Gass,Pastor Eurico,1
Bohn Gass,Tarcísio Motta,2
Bohn Gass,Samuel Viana,1
Bohn Gass,Chico Alencar,1
Bohn Gass,Zé Haroldo Cathedral,2
Bohn Gass,Giovani Cherini,1
Bohn Gass,Ana Pimentel,1
Bohn Gass,Jorge Solla,1
Bohn Gass,Odair Cunha,1
Bohn Gass,Fernando Monteiro,1
Bohn Gass,Delegado Éder Mauro,3
Bohn Gass,Eduardo Bolsonaro,1
Bohn Gass,Coronel Chrisóstomo,3
Bohn Gass,Gabriel Nunes,1
Bohn Gass,André Figueiredo,1
Bohn Gass,Miguel Lombardi,1
Bohn Gass,Lucas Ramos,1
Bohn Gass,Luciano Azevedo,1
Bohn Gass,Capitão Alberto Neto,1
Bohn Gass,Rodolfo Nogueira,1
Bohn Gass,Carol Dartora,1
Bohn Gass,Mauricio do Vôlei,1
Bohn Gass,Vermelho,1
Bohn Gass,General Girão,1
Bohn Gass,Caroline de Toni,2
Bohn Gass,Lucas Redecker,2
Bohn Gass,Kim Kataguiri,2
Bohn Gass,Messias Donato,2
Bohn Gass,Tenente Coronel Zucco,2
Bohn Gass,Ricardo Salles,2
Bohn Gass,Paulão,1
Bohn Gass,Pedro Campos,1
Delegado Caveira,Sonize Barbosa,1
Delegado Caveira,Mauricio Neves,1
Delegado Caveira,Helder Salomão,2
Delegado Caveira,Bohn Gass,1
Delegado Caveira,Reginete Bispo,1
Delegado Caveira,Ana Paula Lima,1
Delegado Caveira,Jack Rocha,1
Delegado Caveira,Júnior Mano,1
Delegado Caveira,Márcio Honaiser,1
Delegado Caveira,Célio Studart,1
Delegado Caveira,Lêda Borges,1
Delegado Caveira,Dr. Frederico,1
Delegado Caveira,Alceu Moreira,1
Delegado Caveira,Marcelo Lima,1
Delegado Caveira,Júlio Cesar,1
Delegado Caveira,Flávio Nogueira,2
Delegado Caveira,Luiz Carlos Motta,1
Delegado Caveira,Pedro Uczai,1
Delegado Caveira,Paulo Abi-Ackel,1
Delegado Caveira,Felipe Carreras,1
Delegado Caveira,Gilvan da Federal,1
Delegado Caveira,Toninho Wandscheer,1
Delegado Caveira,Márcio Jerry,1
Delegado Caveira,Félix Mendonça Júnior,1
Delegado Caveira,Bebeto,1
Delegado Caveira,Yury do Paredão,1
Delegado Caveira,Alencar Santana,3
Delegado Caveira,Valmir Assunção,2
Delegado Caveira,Zeca Dirceu,1
Delegado Caveira,Marcelo Moraes,1
Delegado Caveira,Adolfo Viana,1
Delegado Caveira,Aureo Ribeiro,1
Delegado Caveira,Gutemberg Reis,1
Delegado Caveira,Marcos Pollon,1
Delegado Caveira,Heitor Schuch,1
Delegado Caveira,José Medeiros,1
Delegado Caveira,Luiza Erundina,1
Delegado Caveira,Ricardo Abrão,1
Delegado Caveira,Antônio Doido,1
Delegado Caveira,Clarissa Tércio,1
Delegado Caveira,Zé Neto,1
Delegado Caveira,Marcos Tavares,2
Delegado Caveira,Bruno Farias,1
Delegado Caveira,Luiz Antônio Corrêa,1
Delegado Caveira,Lázaro Botelho,1
Delegado Caveira,Da Vitoria,1
Delegado Caveira,Marco Brasil,1
Delegado Caveira,Cobalchini,2
Delegado Caveira,Luizianne Lins,1
Delegado Caveira,Castro Neto,1
Delegado Caveira,Sargento Gonçalves,1
Delegado Caveira,Carlos Chiodini,1
Delegado Caveira,Emanuel Pinheiro Neto,1
Delegado Caveira,Leônidas Cristino,1
Delegado Caveira,Rodrigo Estacho,1
Delegado Caveira,Carlos Zarattini,1
Delegado Caveira,Mario Frias,1
Delegado Caveira,Greyce Elias,1
Delegado Caveira,Paulo Guedes,1
Delegado Caveira,Prof. Reginaldo Veras,1
Delegado Caveira,Orlando Silva,1
Delegado Caveira,Reginaldo Lopes,1
Delegado Caveira,Sergio Souza,1
Delegado Caveira,Delegado Fabio Costa,3
Delegado Caveira,Pastor Diniz,1
Delegado Caveira,Henderson Pinto,1
Delegado Caveira,Lebrão,1
Delegado Caveira,Paulo Azi,1
Delegado Caveira,Clodoaldo Magalhães,1
Delegado Caveira,Rafael Prudente,1
Delegado Caveira,Ivan Valente,1
Delegado Caveira,Domingos Neto,1
Delegado Caveira,Igor Timo,1
Delegado Caveira,Delegado Ramagem,1
Delegado Caveira,Helena Lima,1
Delegado Caveira,Neto Carletto,1
Delegado Caveira,Adriano do Baldy,1
Delegado Caveira,Márcio Marinho,1
Delegado Caveira,Vinicius Gurgel,1
Delegado Caveira,Luciano Vieira,1
Delegado Caveira,Keniston Braga,1
Delegado Caveira,Silvia Cristina,1
Delegado Caveira,Luciano Alves,1
Delegado Caveira,Marcos Aurélio Sampaio,1
Delegado Caveira,Jones Moura,1
Delegado Caveira,Carla Zambelli,1
Delegado Caveira,Sâmia Bomfim,3
Delegado Caveira,Célia Xakriabá,1
Delegado Caveira,Dra. Alessandra Haber,1
Delegado Caveira,Cristiane Lopes,1
Delegado Caveira,Lindbergh Farias,1
Delegado Caveira,Chiquinho Brazão,1
Delegado Caveira,Bruno Ganem,1
Delegado Caveira,Juliana Cardoso,1
Delegado Caveira,Daniel Almeida,1
Delegado Caveira,Newton Cardoso Jr,1
Delegado Caveira,Renata Abreu,1
Delegado Caveira,Daniel Agrobom,1
Delegado Caveira,Paulinho Freire,1
Delegado Caveira,Rosana Valle,1
Delegado Caveira,Afonso Hamm,1
Delegado Caveira,Tião Medeiros,1
Delegado Caveira,Bia Kicis,1
Delegado Caveira,Capitão Augusto,1
Delegado Caveira,Amanda Gentil,1
Delegado Caveira,Osmar Terra,1
Delegado Caveira,Sanderson,1
Delegado Caveira,Erika Hilton,1
Delegado Caveira,Professora Luciene Cavalcante,2
Delegado Caveira,Luiz Lima,1
Delegado Caveira,Fábio Teruel,1
Delegado Caveira,AJ Albuquerque,1
Delegado Caveira,Jorge Goetten,1
Delegado Caveira,Rogério Correia,1
Delegado Caveira,Robinson Faria,1
Delegado Caveira,Airton Faleiro,1
Delegado Caveira,Paulo Freire Costa,1
Delegado Caveira,Nikolas Ferreira,1
Delegado Caveira,Icaro de Valmir,1
Delegado Caveira,Leur Lomanto Júnior,1
Delegado Caveira,Weliton Prado,1
Delegado Caveira,Eros Biondini,1
Delegado Caveira,Eriberto Medeiros,1
Delegado Caveira,Mendonça Filho,1
Delegado Caveira,Roberto Monteiro,1
Delegado Caveira,Dr. Francisco,1
Delegado Caveira,Antonio Brito,1
Delegado Caveira,Danilo Forte,1
Delegado Caveira,Jandira Feghali,1
Delegado Caveira,Adilson Barroso,1
Delegado Caveira,Luiz Fernando Faria,1
Delegado Caveira,Evair Vieira de Melo,3
Delegado Caveira,Fernanda Pessoa,1
Delegado Caveira,Moses Rodrigues,1
Delegado Caveira,Antônia Lúcia,1
Delegado Caveira,Gervásio Maia,1
Delegado Caveira,Coronel Ulysses,3
Delegado Caveira,Thiago Flores,1
Delegado Caveira,Vicentinho,1
Delegado Caveira,Padre João,2
Delegado Caveira,Daniela Reinehr,1
Delegado Caveira,Andreia Siqueira,1
Delegado Caveira,Soraya Santos,1
Delegado Caveira,Marcelo Álvaro Antônio,1
Delegado Caveira,Delegada Ione,1
Delegado Caveira,Pezenti,1
Delegado Caveira,Enfermeira Ana Paula,1
Delegado Caveira,Luiz Couto,1
Delegado Caveira,Delegado Paulo Bilynskyj,1
Delegado Caveira,Iza Arruda,1
Delegado Caveira,Fernando Mineiro,1
Delegado Caveira,Delegado Palumbo,1
Delegado Caveira,Delegada Katarina,2
Delegado Caveira,Alfredo Gaspar,3
Delegado Caveira,Dr Benjamim,1
Delegado Caveira,Marcelo Queiroz,1
Delegado Caveira,Rodrigo Gambale,1
Delegado Caveira,Giacobo,1
Delegado Caveira,Fernando Rodolfo,1
Delegado Caveira,Pompeo de Mattos,1
Delegado Caveira,Guilherme Uchoa,1
Delegado Caveira,Fausto Santos Jr.,1
Delegado Caveira,Carlos Henrique Gaguim,1
Delegado Caveira,Capitão Alden,3
Delegado Caveira,Ricardo Maia,1
Delegado Caveira,Natália Bonavides,1
Delegado Caveira,Hercílio Coelho Diniz,3
Delegado Caveira,Damião Feliciano,1
Delegado Caveira,José Rocha,1
Delegado Caveira,Júnior Ferrari,1
Delegado Caveira,Waldemar Oliveira,2
Delegado Caveira,Coronel Meira,1
Delegado Caveira,Paulo Foletto,1
Delegado Caveira,Luiz Carlos Hauly,1
Delegado Caveira,Arthur Oliveira Maia,1
Delegado Caveira,Emidinho Madeira,1
Delegado Caveira,Wellington Roberto,1
Delegado Caveira,Mário Heringer,1
Delegado Caveira,Claudio Cajado,1
Delegado Caveira,Pedro Paulo,1
Delegado Caveira,Eunício Oliveira,1
Delegado Caveira,Renildo Calheiros,1
Delegado Caveira,Luiz Nishimori,1
Delegado Caveira,Magda Mofatto,3
Delegado Caveira,Renilce Nicodemos,2
Delegado Caveira,Josenildo,1
Delegado Caveira,Arnaldo Jardim,1
Delegado Caveira,Carlos Veras,2
Delegado Caveira,Meire Serafim,1
Delegado Caveira,Reimont,1
Delegado Caveira,Laura Carneiro,2
Delegado Caveira,Rodrigo de Castro,1
Delegado Caveira,Kiko Celeguim,1
Delegado Caveira,Paulo Magalhães,1
Delegado Caveira,Daniel Barbosa,1
Delegado Caveira,Benes Leocádio,1
Delegado Caveira,Rui Falcão,2
Delegado Caveira,Caio Vianna,1
Delegado Caveira,Simone Marquetto,1
Delegado Caveira,Alice Portugal,1
Delegado Caveira,Maria Arraes,1
Delegado Caveira,Ana Paula Leão,3
Delegado Caveira,Joaquim Passarinho,1
Delegado Caveira,Lídice da Mata,2
Delegado Caveira,Idilvan Alencar,1
Delegado Caveira,Elmar Nascimento,1
Delegado Caveira,Cezinha de Madureira,1
Delegado Caveira,Dimas Gadelha,1
Delegado Caveira,Ivoneide Caetano,1
Delegado Caveira,Bacelar,1
Delegado Caveira,Raimundo Santos,1
Delegado Caveira,Cabo Gilberto Silva,1
Delegado Caveira,Coronel Telhada,1
Delegado Caveira,Marcon,1
Delegado Caveira,Amália Barros,1
Delegado Caveira,Rosângela Reis,1
Delegado Caveira,Ruy Carneiro,1
Delegado Caveira,Léo Prates,1
Delegado Caveira,Gilson Daniel,1
Delegado Caveira,Ismael Alexandrino,1
Delegado Caveira,Pastor Henrique Vieira,1
Delegado Caveira,Dimas Fabiano,1
Delegado Caveira,Pastor Sargento Isidório,1
Delegado Caveira,Guilherme Boulos,1
Delegado Caveira,Jilmar Tatto,1
Delegado Caveira,Thiago de Joaldo,1
Delegado Caveira,Max Lemos,1
Delegado Caveira,Luiz Gastão,1
Delegado Caveira,Welter,1
Delegado Caveira,Arlindo Chinaglia,1
Delegado Caveira,Afonso Motta,1
Delegado Caveira,Talíria Petrone,1
Delegado Caveira,Dilvanda Faro,1
Delegado Caveira,Tiririca,1
Delegado Caveira,André Ferreira,1
Delegado Caveira,Celso Sabino,1
Delegado Caveira,Jonas Donizette,1
Delegado Caveira,Luisa Canziani,1
Delegado Caveira,Zé Trovão,1
Delegado Caveira,Delegada Adriana Accorsi,1
